d1;d2;d3;x_we;y_we;X_wy;Y_wy
3,78234208;7,144544884;6,143696357;-2,8;-2,6;-2,731017637;-2,562599077
3,715181405;7,158153138;6,019373577;-2,8;-2,4;-2,802248406;-2,386694702
3,592561134;7,069691531;5,704334471;-2,8;-2,2;-2,849005217;-2,063899438
3,426354239;7,096976214;5,742203977;-2,8;-2;-2,79621018;-1,994133366
3,263246072;6,983286168;5,508392955;-2,8;-1,8;-2,751182702;-1,76186875
3,149268788;6,953068198;5,463305748;-2,8;-1,6;-2,702280728;-1,662072165
3,119482228;6,94386748;5,221753687;-2,8;-1,4;-2,7955504;-1,394478634
2,995599373;6,79692064;4,990923875;-2,8;-1,2;-2,702005493;-1,25043405
2,925811225;6,814682496;4,782575441;-2,8;-1;-2,759053327;-0,945076492
2,873255249;6,797952245;4,718221892;-2,8;-0,8;-2,746765327;-0,840400839
2,805139652;6,729204566;4,472855138;-2,8;-0,6;-2,712787164;-0,641263812
2,781037436;6,807180293;4,332614135;-2,8;-0,4;-1,466779117;-0,215332315
2,78165421;6,756680782;4,229956683;-2,8;-0,2;-2,755919672;-0,295558241
2,760730707;6,681137206;4,086384517;-2,8;0;-2,689433791;-0,315318758
2,776184018;6,864259126;3,948229858;-2,8;0,2;-1,492235413;0,154508531
2,732399418;6,757533354;3,758337481;-2,8;0,4;-1,432145825;0,274028251
2,833002107;6,807869053;3,499057312;-2,8;0,6;-2,754711009;0,710451653
2,886401439;6,804108226;3,459095414;-2,8;0,8;-2,744966208;0,893349179
2,913635931;6,750760504;3,408307169;-2,8;1;-2,689787764;1,042604112
2,944766565;6,874175005;3,185466981;-2,8;1,2;-2,741210577;1,153995521
3,017393098;6,85694685;3,132555581;-2,8;1,4;-2,709616691;1,357287403
3,182805521;6,802159475;3,056991119;-2,8;1,6;-2,631156695;1,680660605
3,170340555;7,023557197;3,020807138;-2,8;1,8;-2,798989096;1,578924605
3,49354381;6,978840379;2,900141006;-2,8;2;-2,677225398;2,151087975
3,489729708;7,196785704;2,923066538;-2,8;2,2;-2,854938886;2,078383234
3,677347952;7,195793865;2,841211472;-2,8;2,4;-2,780212023;2,408279582
3,820644053;7,278055047;2,832891871;-2,8;2,6;-2,801033082;2,595246562
4,022505242;7,337918982;2,839148955;-2,8;2,8;-2,788882354;2,842474163
4,085574848;7,346526547;2,690253244;-2,8;3;-2,679715069;3,070818391
4,347929232;7,433013697;2,818627438;-2,8;3,2;-2,720375755;3,270984152
4,103232806;7,21287829;6,692979823;-2,6;-3,2;-2,48873291;-3,239154525
3,850699341;7,257303343;6,474808373;-2,6;-3;-2,591167116;-2,879845455
3,768422665;7,214831096;6,315722788;-2,6;-2,8;-2,652663006;-2,698160496
3,616600247;6,971433143;6,072277251;-2,6;-2,6;-2,526560542;-2,557168077
3,400294706;6,949510479;5,908856202;-2,6;-2,4;-2,518294178;-2,308390142
3,296983571;6,943540267;5,694312673;-2,6;-2,2;-2,616750682;-2,025969754
3,272682124;6,875508524;5,583737144;-2,6;-2;-2,607258991;-1,960430128
3,014007524;6,869146304;5,380238933;-2,6;-1,8;-2,611295515;-1,563765345
3,003652351;6,722644335;5,227066969;-2,6;-1,6;-2,543658207;-1,584165427
2,879058949;6,712601697;5,087283967;-2,6;-1,4;-2,553526745;-1,356218514
2,837710495;6,621750975;4,974760882;-2,6;-1,2;-2,499137862;-1,325877901
2,731662102;6,626813471;4,696007069;-2,6;-1;-2,561569721;-0,943547256
2,713902148;6,653118658;4,619527927;-2,6;-0,8;-2,599772876;-0,793689477
2,642405865;6,527697797;4,422803887;-2,6;-0,6;-2,507613768;-0,743094445
2,670052166;6,569231049;4,317721732;-2,6;-0,4;-2,563873108;-0,610406162
2,488946142;6,592402662;4,097002207;-2,6;-0,2;-1,32286483;-0,146626235
2,536252131;6,515184016;3,938776805;-2,6;0;-2,517735381;-0,153633237
2,484204398;6,663642093;3,755752817;-2,6;0,2;-1,348797196;0,173777749
2,579085015;6,590961916;3,677617758;-2,6;0,4;-1,33654895;0,24470539
2,689962276;6,583355786;3,541640763;-2,6;0,6;-2,563935208;0,709172002
2,728302923;6,616183814;3,412501668;-2,6;0,8;-2,574120819;0,850145081
2,703644477;6,645394687;3,2761448;-2,6;1;-2,573031754;0,873611166
2,805622262;6,718945065;3,126737465;-2,6;1,2;-2,600887507;1,11318259
2,819412541;6,678812514;3,042601628;-2,6;1,4;-2,545979435;1,248647799
3,076090171;6,748726391;2,931010908;-2,6;1,6;-2,557181915;1,666449438
3,072177438;6,801019153;2,785680452;-2,6;1,8;-2,549286549;1,757716742
3,229043289;6,873128177;2,71787293;-2,6;2;-2,561799626;1,996523395
3,476260765;6,888792627;2,676121411;-2,6;2,2;-2,516975087;2,325168668
3,449689562;6,922148153;2,633424182;-2,6;2,4;-2,527478961;2,328987865
3,60298359;6,977496953;2,528214191;-2,6;2,6;-2,483038352;2,596722658
3,724671775;7,077755035;2,532954957;-2,6;2,8;-2,522781045;2,743549852
4,010886645;7,191211828;2,477183353;-2,6;3;-2,466367857;3,154269348
4,066379815;7,312890105;2,528407347;-2,6;3,2;-2,548159497;3,21415456
3,983788199;7,119103159;6,602705538;-2,4;-3,2;-2,402442835;-3,165189831
3,785472017;6,921502853;6,384123272;-2,4;-3;-2,291512522;-2,987233811
3,510400913;6,929340223;6,216251522;-2,4;-2,8;-2,273100148;-2,71334658
3,542938164;6,8474112;5,93933183;-2,4;-2,6;-2,466121745;-2,473844011
3,406431409;6,853279524;5,921900546;-2,4;-2,4;-2,414666215;-2,404657789
3,229749394;6,73954821;5,641500591;-2,4;-2,2;-2,419671346;-2,120089543
3,165213574;6,71848607;5,521598369;-2,4;-2;-2,446319024;-1,982280328
2,93098002;6,594837027;5,350289697;-2,4;-1,8;-2,32871893;-1,794814642
2,87225098;6,551479927;5,183097979;-2,4;-1,6;-2,355171102;-1,632428772
2,693785545;6,547584244;5,020376537;-2,4;-1,4;-2,362794771;-1,340125775
2,593197857;6,496584078;4,773090954;-2,4;-1,2;-2,38142609;-1,064925764
2,587338356;6,367214738;4,474328003;-2,4;-1;-2,342877963;-0,953860226
2,483087537;6,36435359;4,396069381;-2,4;-0,8;-2,332925963;-0,79343483
2,414137753;6,371250035;4,238742612;-2,4;-0,6;-2,350564342;-0,540813242
2,392897996;6,346833581;4,015641202;-2,4;-0,4;-2,347484513;-0,361191904
2,362202515;6,322066874;3,862945297;-2,4;-0,2;-2,327179867;-0,229748541
2,346664874;6,263285696;3,708873653;-2,4;0;-2,273848696;0,320337446
2,257572986;6,43816183;3,568095897;-2,4;0,2;-1,211430203;0,204034998
2,247356828;6,401094412;3,454411973;-2,4;0,4;-1,18724783;0,283738067
2,362540729;6,390755499;3,294835118;-2,4;0,6;-1,184289778;0,438316386
2,567416523;6,35110106;3,129589766;-2,4;0,8;-2,296073864;1,042519588
2,581609923;6,357440287;3,139259731;-2,4;1;-2,303635074;1,049882713
2,733695525;6,474330064;3,03783523;-2,4;1,2;-2,378835583;1,262189067
2,753037883;6,470317059;2,80845437;-2,4;1,4;-2,313891354;1,46430301
2,878062866;6,509564892;2,747631453;-2,4;1,6;-2,321414453;1,646426065
3,00448191;6,594950216;2,619832478;-2,4;1,8;-2,335431411;1,867832741
3,056112708;6,664026333;2,56063583;-2,4;2;-2,360776503;1,958585006
3,144785168;6,688621172;2,516988486;-2,4;2,2;-2,351381371;2,091725382
3,433632056;6,767264442;2,460992715;-2,4;2,4;-2,337463383;2,452115764
3,541689238;6,807856376;2,34700873;-2,4;2,6;-2,285251496;2,664134543
3,636420627;6,99548369;2,34382672;-2,4;2,8;-2,380562431;2,804022677
3,788308032;7,062066703;2,360660943;-2,4;3;-2,386722634;2,977114655
3,925170784;7,109880541;2,337249435;-2,4;3,2;-2,349593088;3,172728006
3,861946824;6,969153711;6,581599926;-2,2;-3,2;-2,168378714;-3,203566324
3,604085417;6,813641729;6,378032072;-2,2;-3;-2,03345631;-3,001651685
3,462491533;6,686110948;6,267305251;-2,2;-2,8;-1,912560688;-2,915637268
3,415858605;6,739474701;6,036649308;-2,2;-2,6;-2,203544913;-2,614374877
3,279689917;6,565438521;5,668806404;-2,2;-2,4;-2,255353535;-2,288040052
2,990126371;6,483715858;5,492102415;-2,2;-2,2;-2,158641816;-2,060708663
2,843147582;6,489054823;5,369157048;-2,2;-2;-2,173770897;-1,862163907
2,774488812;6,337617065;5,217379735;-2,2;-1,8;-2,096507805;-1,799475466
2,612093979;6,344010017;5,026635256;-2,2;-1,6;-2,138774353;-1,519312594
2,546567982;6,360003564;4,892006408;-2,2;-1,4;-2,19327388;-1,324010626
2,54406563;6,259039031;4,668525635;-2,2;-1,2;-2,185816405;-1,216434554
2,347269987;6,158119775;4,576518419;-2,2;-1;-2,067053766;-1,099593629
2,265473194;6,187239041;4,355182033;-2,2;-0,8;-2,132293422;-0,778035002
2,268541803;6,130963831;4,156336271;-2,2;-0,6;-2,122027401;-0,688911975
2,178508322;6,139218226;4,008820188;-2,2;-0,4;-2,129353949;-0,431917131
2,112556563;6,18667643;3,779932942;-2,2;-0,2;-1,091998194;-0,073830216
2,123242031;6,179931293;3,645735048;-2,2;0;-1,093174244;0,037972414
2,221256753;6,046064962;3,496580241;-2,2;0,2;-2,066475083;0,502178519
2,182811759;6,114049088;3,357294003;-2,2;0,4;-2,107366134;0,489598565
2,232128004;6,188646263;3,14867064;-2,2;0,6;-2,146780058;0,640545321
2,285217495;6,175149084;3,015912794;-2,2;0,8;-2,116488226;0,858005499
2,340740718;6,23403609;2,982487532;-2,2;1;-2,160910624;0,915384957
2,413658674;6,293720783;2,863785721;-2,2;1,2;-2,185645002;1,0652092
2,600543756;6,297961387;2,687051868;-2,2;1,4;-2,144504093;1,440425172
2,754780921;6,361786368;2,55053982;-2,2;1,6;-2,147729018;1,693001448
2,713126732;6,381232244;2,463352068;-2,2;1,8;-2,134604173;1,703402421
2,86217555;6,4457316;2,430412865;-2,2;2;-2,163048661;1,879397035
3,143169132;6,588593966;2,304844077;-2,2;2,2;-2,186733076;2,261070955
3,254012103;6,726518261;2,255317573;-2,2;2,4;-2,241837954;2,419997372
3,425538334;6,7352685;2,216888845;-2,2;2,6;-2,193493109;2,63808462
3,489400399;6,75025461;2,226813431;-2,2;2,8;-2,194079873;2,69940924
3,618608945;6,855852716;2,150775684;-2,2;3;-2,179361013;2,927739859
3,884212373;6,972658033;2,079878956;-2,2;3,2;-2,086703586;3,345440588
3,645836009;6,71972592;6,540526165;-2;-3,2;-1,711096179;-3,246915275
3,503066103;6,667052071;6,231310974;-2;-3;-1,983651435;-2,8957705
3,365232931;6,514833611;6,127162919;-2;-2,8;-1,837566312;-2,830171066
3,30209774;6,471078007;5,869084948;-2;-2,6;-2,022746498;-2,559508625
3,064257564;6,441970651;5,627672273;-2;-2,4;-2,056830493;-2,256325696
2,994605553;6,397171538;5,488927501;-2;-2,2;-2,081275955;-2,118112867
2,76892724;6,325190924;5,296718049;-2;-2;-2,031666554;-1,885689408
2,625275185;6,271555544;5,099332131;-2;-1,8;-2,037593692;-1,663428859
2,383262793;6,160583419;4,966822436;-2;-1,6;-1,8993587;-1,490375193
2,374392093;6,122945273;4,823510114;-2;-1,4;-1,943280036;-1,384660684
2,252883994;6,028056795;4,596850994;-2;-1,2;-1,913562194;-1,184972134
2,141417743;6,06353088;4,496853056;-2;-1;-1,943283364;-0,950017061
2,125140704;6,104285625;4,263189112;-2;-0,8;-2,043894679;-0,625163542
2,027012966;5,963615339;4,070240011;-2;-0,6;-1,936871241;-0,590137774
2,014028588;5,973117878;3,862719109;-2;-0,4;-1,968952745;-0,376619685
1,891036843;5,837249007;3,718140656;-2;-0,2;-1,841414496;-0,327890546
1,958475722;5,905558091;3,544352986;-2;0;-1,91449733;0,201948295
2,044012983;5,987597987;3,368001141;-2;0,2;-1,987133005;0,388305475
1,918103112;6,01028801;3,224143893;-2;0,4;-0,968168374;0,282020384
2,043828861;6,011620353;3,054285322;-2;0,6;-1,970027262;0,584574151
2,164671726;5,965354919;2,926675269;-2;0,8;-1,921742759;0,914014889
2,230248559;6,053587108;2,840975427;-2;1;-1,979179368;1,003196466
2,238934071;6,097104783;2,56127719;-2;1,2;-1,943857689;1,181645576
2,397358177;6,127088056;2,455495418;-2;1,4;-1,940866578;1,436554939
2,531144589;6,130416693;2,477501064;-2;1,6;-1,950950691;1,564489122
2,713815015;6,219725131;2,306900426;-2;1,8;-1,95612962;1,848400094
2,782502292;6,311604397;2,134923267;-2;2;-1,952991012;2,024252135
2,976602308;6,370797294;2,090009515;-2;2,2;-1,957231646;2,248725297
3,075653138;6,477160282;2,005392759;-2;2,4;-1,977148504;2,412791426
3,306900363;6,462379512;1,922500143;-2;2,6;-1,8815874;2,70038157
3,354714297;6,580424348;1,936158256;-2;2,8;-1,952171379;2,763795602
3,477783788;6,720329993;2,011235728;-2;3;-2,049901586;2,86426692
3,657026486;6,662827294;1,99409056;-2;3,2;-1,954206374;3,039259987
3,60334593;6,540840135;6,405056282;-1,8;-3,2;-1,717796222;-3,168825254
3,404845177;6,496291962;6,187434073;-1,8;-3;-1,777481158;-2,913662383
3,240293919;6,279876456;6,017974609;-1,8;-2,8;-1,631774772;-2,796257661
3,170199119;6,279034991;5,907501662;-1,8;-2,6;-1,704043392;-2,665435294
2,84916822;6,28750434;5,526932998;-1,8;-2,4;-1,860879914;-2,176576037
2,80993848;6,141982132;5,438597808;-1,8;-2,2;-1,778032377;-2,159032313
2,619580261;5,98288596;5,256407005;-1,8;-2;-1,664690092;-2,005417896
2,544599115;6,063313571;5,112107842;-1,8;-1,8;-1,80065899;-1,791946066
2,336686897;5,97167608;4,934823243;-1,8;-1,6;-1,726754915;-1,594223574
2,188149956;5,910252536;4,686589551;-1,8;-1,4;-1,744990426;-1,332554489
2,11510371;5,825866812;4,476877902;-1,8;-1,2;-1,735730826;-1,170371464
1,973732161;5,876374619;4,323164743;-1,8;-1;-1,784422847;-0,878600235
1,910444901;5,838210682;4,138233243;-1,8;-0,8;-1,785199106;-0,701176863
1,856425037;5,816789532;4,060026395;-1,8;-0,6;-1,769752554;-0,593823677
1,766824482;5,686920731;3,823262178;-1,8;-0,4;-1,679840036;-0,493552037
1,712413166;5,739701956;3,567129294;-1,8;-0,2;-0,842238703;-0,082370455
1,771945213;5,767471635;3,440843549;-1,8;0;-1,768001566;0,082945511
1,647422397;5,76489302;3,342238576;-1,8;0,2;-0,839524685;0,083749816
1,842222165;5,762195725;3,064412441;-1,8;0,4;-1,74710352;0,541059296
1,801857978;5,854836926;2,899798117;-1,8;0,6;-0,850632062;0,457799842
1,893375143;5,845308812;2,682859083;-1,8;0,8;-1,750919571;0,795838778
2,015141715;5,803410361;2,640548913;-1,8;1;-1,720315627;1,029152553
2,086110938;5,873760448;2,535531985;-1,8;1,2;-1,754168668;1,143631747
2,187495793;6,035979723;2,394050911;-1,8;1,4;-1,844825464;1,267882445
2,362648437;5,949906679;2,29297494;-1,8;1,6;-1,753077306;1,562310724
2,561327244;6,078876642;2,072991605;-1,8;1,8;-1,76997693;1,87282862
2,627205498;6,149587496;2,002913343;-1,8;2;-1,791003831;1,973980404
2,765457318;6,172129718;1,918397194;-1,8;2,2;-1,762445304;2,1611109
2,876309495;6,215418889;1,90333823;-1,8;2,4;-1,775575112;2,276032537
3,095596683;6,257549578;1,810553871;-1,8;2,6;-1,729795621;2,544939771
3,304095533;6,346062621;1,82284982;-1,8;2,8;-1,753018985;2,744265792
3,446138737;6,556437684;1,722071064;-1,8;3;-1,772614995;3,031675917
3,677364728;6,547555297;1,711015302;-1,8;3,2;-1,684724621;3,257599926
3,347775469;6,389750814;6,391015023;-1,6;-3,2;-1,076792398;-1,685669489
3,354697397;6,247773508;6,119613668;-1,6;-3;-1,578469651;-2,936071094
3,224250714;6,183900684;5,899520828;-1,6;-2,8;-1,666608573;-2,706383628
2,942761646;6,157628648;5,810268774;-1,6;-2,6;-1,484044345;-2,568170705
2,920484536;5,996654372;5,603984073;-1,6;-2,4;-1,569165456;-2,420177851
2,594195617;6,008594356;5,334284673;-1,6;-2,2;-1,60136521;-2,060335177
2,467287498;5,912020139;5,196399172;-1,6;-2;-1,551150537;-1,935702842
2,280185381;5,86851117;5,041796186;-1,6;-1,8;-1,516777843;-1,740951168
2,219629222;5,711522013;4,889825988;-1,6;-1,6;-1,464695396;-1,666657343
2,028698597;5,630467981;4,648881557;-1,6;-1,4;-1,450067621;-1,417958294
2,001729727;5,668095214;4,398881622;-1,6;-1,2;-1,590796308;-1,159788801
1,908440555;5,657898606;4,227873221;-1,6;-1;-1,608743408;-0,970437294
1,791875016;5,610353555;4,06000577;-1,6;-0,8;-1,579225267;-0,795958557
1,706962993;5,612121763;3,833437102;-1,6;-0,6;-1,602155533;-0,538243109
1,579947587;5,594118445;3,614512457;-1,6;-0,4;-0,755309254;-0,16946174
1,478277274;5,508029386;3,550132782;-1,6;-0,2;-0,705556856;-0,150855343
1,502385759;5,602673926;3,412656611;-1,6;0;-0,752611022;-0,026025083
1,515110317;5,510556023;3,071985166;-1,6;0,2;-1,497736984;0,25578271
1,618502879;5,669384976;3,024274829;-1,6;0,4;-0,775678077;0,292725625
1,734535978;5,559168327;2,84988675;-1,6;0,6;-1,541115085;0,71159972
1,707533397;5,70425837;2,669156354;-1,6;0,8;-1,615532965;0,604850588
1,807066283;5,583269714;2,42881224;-1,6;1;-1,476757993;1,053097199
1,947832344;5,535800996;2,311561332;-1,6;1,2;-1,422670331;1,269587076
2,002959729;5,752550877;2,164964728;-1,6;1,4;-1,544923259;1,346106339
2,237543151;5,78831845;2,055466861;-1,6;1,6;-1,547820012;1,626861167
2,366643784;5,865506148;1,992480513;-1,6;1,8;-1,584747771;1,76927257
2,460503215;5,917766973;1,854032716;-1,6;2;-1,568565186;1,931918612
2,695966606;6,023195069;1,782611768;-1,6;2,2;-1,603628518;2,182563773
2,839895088;6,044264465;1,81826417;-1,6;2,4;-1,621607676;2,287871365
2,993124903;6,14779862;1,55586276;-1,6;2,6;-1,543672733;2,603758011
3,210400448;6,236650696;1,614390034;-1,6;2,8;-1,589666891;2,778615845
3,396923515;6,255405858;1,594278985;-1,6;3;-1,542389911;2,963790374
3,517206581;6,417164587;1,562383407;-1,6;3,2;-1,567107007;3,171917259
3,474930197;6,082132791;6,211165328;-1,4;-3,2;-1,414625184;-3,09814729
3,320115179;6,182583888;6,158628426;-1,4;-3;-1,421257762;-2,996698952
3,094181685;6,072589343;5,984038009;-1,4;-2,8;-1,313058829;-2,816303949
2,940816999;5,954067068;5,661965918;-1,4;-2,6;-1,486382233;-2,499084354
2,764676548;5,89118619;5,531643031;-1,4;-2,4;-1,426334095;-2,357013048
2,607544816;5,859355868;5,317640884;-1,4;-2,2;-1,493393646;-2,121386654
2,475452431;5,721185764;5,135649586;-1,4;-2;-1,44069593;-1,970668002
2,186639874;5,555443491;4,984045536;-1,4;-1,8;-1,227846696;-1,818581037
2,155025098;5,634752337;4,715616968;-1,4;-1,6;-1,47736678;-1,52428969
1,96696452;5,624263006;4,579161968;-1,4;-1,4;-1,454487186;-1,33191897
1,853929667;5,44622773;4,330284831;-1,4;-1,2;-1,37797118;-1,172167356
1,707631626;5,506675977;4,115171421;-1,4;-1;-1,451524115;-0,877003945
1,598149184;5,405836545;3,993925207;-1,4;-0,8;-1,3687501;-0,790502474
1,481946323;5,424649905;3,885414933;-1,4;-0,6;-1,374552524;-0,584614786
1,439358097;5,351097125;3,666689575;-1,4;-0,4;-1,346416858;-0,461228304
1,344048996;5,407230239;3,39602545;-1,4;-0,2;-0,649574611;-0,070824172
1,323347557;5,371577146;3,211386934;-1,4;0;-0,633798411;0,056391675
1,370989478;5,32293262;3,134581414;-1,4;0,2;-1,329016546;0,249201482
1,418392551;5,373829561;2,893917708;-1,4;0,4;-1,354126215;0,430419689
1,434361806;5,444703038;2,723533906;-1,4;0,6;-0,623175166;0,424350419
1,500458832;5,422703442;2,553099335;-1,4;0,8;-1,342751025;0,726994197
1,670270164;5,434142596;2,356785289;-1,4;1;-1,326960422;1,029273606
1,816792911;5,528402493;2,13152456;-1,4;1,2;-1,347746505;1,266401379
1,974101809;5,590023998;2,162562088;-1,4;1,4;-1,420005855;1,370466261
2,122572042;5,641727252;1,980249062;-1,4;1,6;-1,40705689;1,595482508
2,134594437;5,647507083;1,826118551;-1,4;1,8;-1,354261986;1,693522553
2,458798918;5,659124223;1,639684309;-1,4;2;-1,295464675;2,057850283
2,487103049;5,666012483;1,579972739;-1,4;2,2;-1,274634291;2,112793194
2,762721762;5,847955931;1,498284935;-1,4;2,4;-1,348446336;2,393348292
2,908221967;5,870072437;1,374197406;-1,4;2,6;-1,285612443;2,585793203
3,115777037;6,107508983;1,364318947;-1,4;2,8;-1,387366555;2,829940259
3,154587332;6,156982665;1,274389504;-1,4;3;-1,340714733;2,95641208
3,339782154;6,25628453;1,343456106;-1,4;3,2;-1,382225343;3,119188594
3,359793214;6,086955946;6,196618119;-1,2;-3,2;-1,317852732;-3,072114006
3,146887841;5,939131478;6,003155964;-1,2;-3;-1,228405008;-2,886736393
2,973855675;5,903625013;5,817243209;-1,2;-2,8;-1,276471154;-2,680976059
2,832946556;5,752535337;5,716324709;-1,2;-2,6;-1,122696204;-2,602822565
2,699270786;5,614675559;5,573836411;-1,2;-2,4;-1,057357356;-2,478269105
2,442175426;5,659875576;5,242772828;-1,2;-2,2;-1,262394104;-2,089640511
2,263943764;5,501409886;5,06309388;-1,2;-2;-1,165508248;-1,934381305
2,087602618;5,41243516;4,840735309;-1,2;-1,8;-1,164743783;-1,716026614
1,959639483;5,396320732;4,668015751;-1,2;-1,6;-1,203210927;-1,529281269
1,7916153;5,367927562;4,49135086;-1,2;-1,4;-1,201793807;-1,32821811
1,647165986;5,302970638;4,318543546;-1,2;-1,2;-1,174957179;-1,154955052
1,557413685;5,337523983;4,166197226;-1,2;-1;-1,236360812;-0,960593478
1,372820421;5,190217292;3,991345094;-1,2;-0,8;-1,11339147;-0,816032107
1,312607897;5,260881169;3,726591273;-1,2;-0,6;-1,227252591;-0,487110339
1,216801083;5,15524706;3,455273729;-1,2;-0,4;-1,159342067;-0,311729325
1,148905866;5,126616553;3,393830914;-1,2;-0,2;-1,124766919;-0,219117984
1,204552778;5,157539708;3,187455052;-1,2;0;-1,168228587;0,152259489
