d1;d2;d3;x_we;y_we;X_wy;Y_wy
1,162445519;5,166579844;3,035524619;-1,2;0,2;-0,525027462;0,128599328
1,162384577;5,19236822;2,770991935;-1,2;0,4;-0,503792618;0,311193956
1,32448043;5,149715953;2,750875677;-1,2;0,6;-1,145100274;0,588528664
1,41742918;5,151263779;2,529332116;-1,2;0,8;-1,119029851;0,808528088
1,587012142;5,328175328;2,199482203;-1,2;1;-1,1885485;1,08963993
1,637558104;5,260010888;2,095909754;-1,2;1,2;-1,112218912;1,210610502
1,727970086;5,332235117;1,883514509;-1,2;1,4;-1,101912849;1,3847429
1,954445337;5,428518467;1,769974702;-1,2;1,6;-1,157806083;1,606875405
2,107727638;5,513244262;1,51425082;-1,2;1,8;-1,125450167;1,853360197
2,300030146;5,527938059;1,469551397;-1,2;2;-1,128282792;2,022954644
2,422020934;5,52480382;1,317894668;-1,2;2,2;-1,060228321;2,190794164
2,630016145;5,693563409;1,269920973;-1,2;2,4;-1,146678902;2,391781562
2,916116239;5,80181593;1,234690156;-1,2;2,6;-1,16933074;2,655812429
3,017496927;5,846106545;1,112881439;-1,2;2,8;-1,111246793;2,819935059
3,146173389;5,941781464;1,16566339;-1,2;3;-1,167664095;2,926797743
3,290510613;6,053032854;1,164032144;-1,2;3,2;-1,179244197;3,104328799
3,342261823;5,92352281;6,221800875;-1;-3,2;-1,096080357;-3,139738406
3,069577396;5,747856705;6,032361383;-1;-3;-0,851086808;-2,957838817
2,929530739;5,687475475;5,848766299;-1;-2,8;-0,963255977;-2,767690045
2,740822546;5,6473023;5,584127584;-1;-2,6;-1,11986561;-2,485921269
2,533660639;5,414794385;5,415425955;-1;-2,4;-0,922410253;-2,347802067
2,296216037;5,389298026;5,171479405;-1;-2,2;-0,973078975;-2,079495615
2,161905063;5,303137446;5,052765131;-1;-2;-0,910901985;-1,964873724
2,011941047;5,166139766;4,875199956;-1;-1,8;-0,86565814;-1,807101333
1,804113478;5,155155434;4,756364606;-1;-1,6;-0,769637025;-1,652648323
1,741443629;5,169300553;4,414466107;-1;-1,4;-1,061590504;-1,331192397
1,50229481;5,085192151;4,349788196;-1;-1,2;-0,890147956;-1,23006555
1,333471462;5,031108533;4,048309502;-1;-1;-0,945158675;-0,938702909
1,227153378;4,979572652;3,888345702;-1;-0,8;-0,928685072;-0,789699298
1,098682313;5,015309348;3,65155197;-1;-0,6;-0,98309772;-0,501942338
0,969888315;5,065949775;3,407774932;-1;-0,4;-0,448851599;-0,17252648
1,009791224;5,019334097;3,229654786;-1;-0,2;-0,452146696;-0,044491004
0,91285358;5,004661016;3,163928427;-1;0;-0,433328355;-0,009985104
0,925307587;4,908654096;2,837578329;-1;0,2;-0,892952766;0,267620725
1,04319199;4,952143949;2,773531195;-1;0,4;-0,943329728;0,420824543
1,115944791;4,988818639;2,566743564;-1;0,6;-0,946939017;0,600679798
1,259331231;5,011869653;2,479097822;-1;0,8;-0,973752579;0,763608568
1,381126553;4,994724315;2,252683004;-1;1;-0,922317198;0,991391017
1,45518908;5,106404278;2,083277897;-1;1,2;-0,961821059;1,116598927
1,71185513;5,125784294;1,821281636;-1;1,4;-0,924275196;1,43669721
1,784777329;5,243087567;1,692386912;-1;1,6;-0,967304276;1,543118136
2,019696184;5,204007324;1,533796425;-1;1,8;-0,904494479;1,7882804
2,209911465;5,383714209;1,274447104;-1;2;-0,931588736;2,049071147
2,419405431;5,462951869;1,317645192;-1;2,2;-1,01733489;2,18397411
2,532337565;5,478340535;1,118796929;-1;2,4;-0,933593772;2,363417762
2,702746217;5,521430785;1,038969103;-1;2,6;-0,915040374;2,532859703
3,000586564;5,689964575;0,875760448;-1;2,8;-0,887156121;2,888385288
3,132562394;5,813260988;1,029835534;-1;3;-1,017786597;2,949378719
3,244799403;5,901346808;1,018149798;-1;3,2;-1,021160891;3,090938099
3,277805902;5,751608044;6,14837857;-0,8;-3,2;-0,980659406;-3,09317392
3,021915436;5,682738468;5,996149863;-0,8;-3;-0,772860438;-2,929893723
2,862210921;5,477506296;5,757695068;-0,8;-2,8;-0,848460606;-2,711795821
2,713835528;5,389616352;5,617074899;-0,8;-2,6;-0,809226289;-2,572885293
2,486554099;5,279768414;5,430761557;-0,8;-2,4;-0,708580973;-2,383873494
2,400587068;5,120430585;5,239058499;-0,8;-2,2;-0,772330976;-2,217044515
2,092934847;5,124129376;5,088609453;-0,8;-2;-0,536712942;-2,028521677
1,860583348;5,099482352;4,809389972;-0,8;-1,8;-0,719293865;-1,730991919
1,708907835;4,95457024;4,521186455;-0,8;-1,6;-0,796072133;-1,47957346
1,508213255;4,934569466;4,334463146;-0,8;-1,4;-0,789885367;-1,273609795
1,402241283;4,995683921;4,277317832;-0,8;-1,2;-0,804623061;-1,169975048
1,163139742;4,877234796;4,123942628;-0,8;-1;-0,639091427;-1,000703525
1,14013905;4,85333326;3,853674614;-0,8;-0,8;-0,80824528;-0,78659783
0,84081735;4,817516652;3,634164595;-0,8;-0,6;-0,734816177;-0,449043583
0,859430264;4,727605851;3,425360857;-0,8;-0,4;-0,736209844;-0,392989114
0,708454265;4,719524887;3,294322138;-0,8;-0,2;-0,28808267;-0,147072386
0,707901056;4,772857844;3,182015938;-0,8;0;-0,318546333;-0,063723134
0,769264679;4,811668497;2,924085428;-0,8;0,2;-0,335332847;0,121185911
0,893145294;4,762094833;2,72322302;-0,8;0,4;-0,76062533;0,4285332
0,972424972;4,754259782;2,488373444;-0,8;0,6;-0,721928158;0,636459337
1,055229482;4,849974452;2,272829336;-0,8;0,8;-0,744053626;0,791336699
1,246077971;4,774856019;2,122649106;-0,8;1;-0,686811368;1,017952917
1,423374471;4,964890806;1,880015432;-0,8;1,2;-0,768110429;1,233906002
1,49717003;5,006004987;1,7198331;-0,8;1,4;-0,738934323;1,36047842
1,700163079;4,918526849;1,587374778;-0,8;1,6;-0,666505661;1,562050369
1,911687713;5,08554885;1,380912732;-0,8;1,8;-0,728811087;1,791382404
2,141799084;5,221915253;1,246661002;-0,8;2;-0,796942704;2,008318964
2,298972449;5,254440023;1,093326489;-0,8;2,2;-0,759701399;2,185986403
2,462920823;5,322007543;1,100474459;-0,8;2,4;-0,81861723;2,302439581
2,516847276;5,383306457;0,824714309;-0,8;2,6;-0,718601779;2,470513543
2,889374054;5,494555711;0,852985898;-0,8;2,8;-0,781603211;2,750644572
3,070211541;5,621627768;0,739836772;-0,8;3;-0,750364867;2,991540115
3,289921677;5,745000828;0,771225492;-0,8;3,2;-0,745754054;3,22544824
3,255209883;5,488968477;6,263987269;-0,6;-3,2;-0,288515081;-1,816293904
2,947197341;5,491082891;5,968998558;-0,6;-3;-0,441606641;-1,603242639
2,830828257;5,364630746;5,809628152;-0,6;-2,8;-0,554924684;-2,778968762
2,640332873;5,329640506;5,514126674;-0,6;-2,6;-0,830654471;-2,474494459
2,46705682;5,09029162;5,371021789;-0,6;-2,4;-0,634758065;-2,353304583
2,283995174;5,078702929;5,212468352;-0,6;-2,2;-0,635019733;-2,183108107
2,036133444;4,932105641;4,967847272;-0,6;-2;-0,576266122;-1,94306399
1,862691345;4,894653151;4,849608121;-0,6;-1,8;-0,46173132;-1,812234749
1,647547451;4,850169259;4,596181309;-0,6;-1,6;-0,566301676;-1,55336129
1,427223237;4,754997336;4,445915577;-0,6;-1,4;-0,37069784;-0,663898895
1,33818753;4,708925871;4,199713481;-0,6;-1,2;-0,603409481;-1,174592176
1,145090063;4,637216062;3,989463054;-0,6;-1;-0,574880996;-0,968404545
0,947006935;4,563249112;3,785790967;-0,6;-0,8;-0,527828474;-0,767218185
0,74815449;4,524596892;3,496985542;-0,6;-0,6;-0,53053873;-0,490655506
0,654797584;4,506537412;3,409395621;-0,6;-0,4;-0,50635488;-0,393211255
0,562309786;4,584013653;3,211835276;-0,6;-0,2;-0,227087673;-0,108538726
0,590688091;4,510832296;3,057749366;-0,6;0;-0,533777699;-0,109898984
0,628208986;4,607539672;2,819156278;-0,6;0,2;-0,595135591;0,219437454
0,758736385;4,605333846;2,636996161;-0,6;0,4;-0,594921936;0,451970808
0,770435463;4,687161562;2,406340787;-0,6;0,6;-0,58252223;0,563451117
0,996589638;4,563078059;2,252388098;-0,6;0,8;-0,51233459;0,832057111
1,268299061;4,690366625;2,069198944;-0,6;1;-0,61103679;1,070499218
1,3741077;4,698737902;1,839084458;-0,6;1,2;-0,541506183;1,253664578
1,470994649;4,68877629;1,735459297;-0,6;1,4;-0,511888388;1,362130009
1,689198511;4,737884275;1,495405531;-0,6;1,6;-0,483102059;1,603522717
1,871845831;4,899508774;1,344341852;-0,6;1,8;-0,565996969;1,782685746
2,144101971;4,865775437;1,057750672;-0,6;2;-0,442778429;2,07303448
2,328911791;5,079210789;1,042116473;-0,6;2,2;-0,614423333;2,212047948
2,433209112;5,215289708;0,798167691;-0,6;2,4;-0,585941655;2,39671678
2,633188686;5,254951889;0,614096013;-0,6;2,6;-0,522290261;2,612285412
2,790809402;5,290327322;0,562174831;-0,6;2,8;-0,512202603;2,750338869
2,956311934;5,43351988;0,538091143;-0,6;3;-0,555372183;2,930634054
3,13536977;5,546460213;0,513787215;-0,6;3,2;-0,260876845;2,971353153
3,184779913;5,40346789;6,179437277;-0,4;-3,2;-0,341280853;-3,167826132
3,007695025;5,21178119;5,948055312;-0,4;-3;-0,468271584;-2,941739219
2,783030238;5,188469291;5,726889604;-0,4;-2,8;-0,529113159;-2,713703982
2,554837656;5,056451219;5,590930045;-0,4;-2,6;-0,243024037;-1,388512261
2,36688882;4,959498289;5,384485529;-0,4;-2,4;-0,24322945;-1,264605843
2,255147016;4,961315623;5,263051745;-0,4;-2,2;-0,288421443;-1,185888735
1,99486833;4,837520876;4,91354118;-0,4;-2;-0,533075046;-1,900582798
1,740400465;4,727139031;4,731723394;-0,4;-1,8;-0,34595483;-1,710442485
1,622179313;4,641728711;4,456873974;-0,4;-1,6;-0,547726093;-1,463482042
1,377128473;4,580422456;4,319342766;-0,4;-1,4;-0,416672787;-1,305668666
1,174923165;4,528872895;4,18029219;-0,4;-1,2;-0,256148042;-0,537641937
0,973687616;4,471598056;3,977524501;-0,4;-1;-0,249440253;-0,422221745
0,852616177;4,456760854;3,750282068;-0,4;-0,8;-0,413556066;-0,736453565
0,741762719;4,299929489;3,52312117;-0,4;-0,6;-0,359888589;-0,563628504
0,482660979;4,369200274;3,472736493;-0,4;-0,4;-0,269087671;-0,417123583
0,413084989;4,37895843;3,080067572;-0,4;-0,2;-0,387960314;-0,093797783
0,316106681;4,350813316;2,963524219;-0,4;0;-0,130383365;0,036776579
0,395368097;4,373486336;2,759134329;-0,4;0,2;-0,345684901;0,219344483
0,517934415;4,445143599;2,604189113;-0,4;0,4;-0,39043254;0,374661524
0,659098501;4,441874427;2,419149304;-0,4;0,6;-0,363484225;0,575171913
0,838233717;4,425779326;2,152481406;-0,4;0,8;-0,233120368;0,823949199
0,977330664;4,511799278;2,024490519;-0,4;1;-0,290118691;0,95692651
1,314986633;4,522116213;1,640868615;-0,4;1,2;-0,214745606;1,330806857
1,370271922;4,680338092;1,596334645;-0,4;1,4;-0,316083319;1,37564294
1,728519788;4,598701828;1,43795932;-0,4;1,6;-0,36231956;1,652363931
1,756157744;4,759424275;1,210262479;-0,4;1,8;-0,276795338;1,775649042
1,965319642;4,776322268;1,027297717;-0,4;2;-0,231519731;1,975400794
2,218738464;4,850017077;0,833577812;-0,4;2,2;-0,294547062;2,208437745
2,353856718;4,965836431;0,60712627;-0,4;2,4;-0,231696196;2,393766257
2,522770415;5,090168823;0,539386428;-0,4;2,6;-0,348153787;2,53475011
2,764914833;5,22605432;0,395448934;-0,4;2,8;-0,378173952;2,779597298
3,001570577;5,243915172;0,342640194;-0,4;3;-0,330547479;2,9710602
3,194917516;5,366566376;0,35049241;-0,4;3,2;-0,126408467;3,058383596
3,177344346;5,182604543;6,167141378;-0,2;-3,2;-0,187681935;-3,166181418
2,913615201;5,087283898;5,929933117;-0,2;-3;-0,111540801;-1,615932582
2,752568826;5,059190964;5,765964258;-0,2;-2,8;-0,16402004;-1,510863025
2,563264898;4,89017898;5,575746666;-0,2;-2,6;-0,108834369;-1,395483775
2,338544048;4,776011307;5,375017382;-0,2;-2,4;-0,10424498;-1,265357813
2,133875703;4,693574492;5,207472763;-0,2;-2,2;-0,10931379;-1,153130682
1,873506258;4,649082996;4,933074324;-0,2;-2;-0,164627879;-0,985629734
1,781082687;4,545835922;4,76749608;-0,2;-1,8;-0,217656672;-1,764822004
1,589613703;4,41371382;4,542355316;-0,2;-1,6;-0,2427418;-1,547711159
1,357973681;4,394059204;4,267878886;-0,2;-1,4;-0,323484633;-1,27893836
1,155595584;4,389023792;4,20521738;-0,2;-1,2;-0,154408306;-0,560948907
0,897344688;4,326527651;3,909104254;-0,2;-1;-0,156938665;-0,402345628
0,726365748;4,221745906;3,710018751;-0,2;-0,8;-0,164838906;-0,706886502
0,600228047;4,245954486;3,659882394;-0,2;-0,6;-0,134612458;-0,264949108
0,39686586;4,171522269;3,377759858;-0,2;-0,4;-0,146426492;-0,371545519
0,226969685;4,109859948;3,221715384;-0,2;-0,2;-0,086403231;-0,214206237
0,006888508;4,113439956;2,880528126;-0,2;0;-0,034991385;0,042938887
0,270721409;4,104012103;2,778118874;-0,2;0,2;-0,11444275;0,234183195
0,360379497;4,183918986;2,462926636;-0,2;0,4;-0,106923676;0,413744422
0,616091933;4,299434797;2,362454242;-0,2;0,6;-0,171087195;0,609457354
0,683233348;4,131302368;2,15836784;-0,2;0,8;-0,039950683;0,747501234
0,884787455;4,261810887;1,906868226;-0,2;1;-0,096990752;0,971808995
1,20220276;4,245854281;1,772087987;-0,2;1,2;-0,045675192;1,213888216
1,460677339;4,342807746;1,457314398;-0,2;1,4;-0,050040768;1,501155375
1,496277772;4,458833017;1,452971122;-0,2;1,6;-0,127766852;1,520700562
1,730067123;4,477606508;1,201021768;-0,2;1,8;-0,07690909;1,76626507
2,003896179;4,594764047;1,001564334;-0,2;2;-0,118491403;2,002867567
2,216821452;4,700540264;0,651752483;-0,2;2,2;-0,072520825;2,294094779
2,416785512;4,792783318;0,611379446;-0,2;2,4;-0,150281147;2,409970807
2,526618233;4,911839836;0,380928505;-0,2;2,6;-0,118883735;2,589799318
2,750392985;5,00255699;0,27113662;-0,2;2,8;-0,147600656;2,757698864
3,107739611;5,019879739;0,111315176;-0,2;3;0,045579589;3,104605571
3,145460232;5,232639629;0,264915492;-0,2;3,2;-0,224997973;3,104057862
3,103659572;5,030895055;6,100606191;0;-3,2;0,091556191;-3,100444511
2,910885415;4,917353245;5,980892496;0;-3;0,041872225;-1,63626195
2,704782274;4,861156124;5,774370401;0;-2,8;-0,010471804;-1,50729467
2,524080117;4,672747826;5,538832661;0;-2,6;0,048053387;-1,374115086
2,29797476;4,546591668;5,361331005;0;-2,4;0,063472218;-1,252253611
2,169377205;4,520150666;5,133244935;0;-2,2;0,188101053;-2,136554552
1,959145162;4,378973974;4,964751154;0;-2;0,056436664;-1,024177782
1,769684103;4,279746806;4,748805735;0;-1,8;0,178725801;-1,750397965
1,573177622;4,236396127;4,600067619;0;-1,6;0,047791736;-0,802233437
1,36203641;4,210769638;4,378772662;0;-1,4;0,012387699;-0,676300897
1,055771131;4,141625261;4,048264987;0;-1,2;-0,052511057;-1,049884109
0,929842411;4,047716432;3,913058238;0;-1;0,105795149;-0,916150942
0,716594533;4,053665514;3,66776223;0;-0,8;0,099713918;-0,680259878
0,579460799;3,992738459;3,478346897;0;-0,6;0,145642515;-0,505349018
0,355807276;3,942495375;3,372357465;0;-0,4;0,049368005;-0,144488368
0,076819083;3,940895447;3,12449275;0;-0,2;0,040175066;-0,033537543
-0,112457237;3,979353816;3,03447228;0;0;0,050202778;-0,059071036
0,186518587;3,935942428;2,755187274;0;0,2;0,046577512;0,203228165
0,423428482;3,996382087;2,607179518;0;0,4;0,065433602;0,404177993
0,539458916;4,049718601;2,291070614;0;0,6;-0,000330179;0,606669673
0,789747369;4,038894125;2,166632096;0;0,8;0,029065427;0,808030729
0,95295048;4,061527657;1,997610847;0;1;0,038695172;0,974633882
1,225775029;4,252881688;1,837286341;0;1,2;-0,155321286;1,192114463
1,366534426;4,178521722;1,503486323;0;1,4;0,050353692;1,431282222
1,608491474;4,227186968;1,301232033;0;1,6;0,074035673;1,656624949
1,65351667;4,417150508;1,174296945;0;1,8;-0,039812685;1,74359058
1,962790271;4,409416411;0,978870329;0;2;0,044761771;1,996161455
2,141276638;4,455787335;0,787575966;0;2,2;0,076997107;2,185827418
2,236982966;4,630685027;0,453303674;0;2,4;0,031505981;2,43426509
2,608412819;4,816865804;0,301210744;0;2,6;-0,01321145;2,665445274
2,752413337;4,859248326;0,207090327;0;2,8;0,006716563;2,778954095
2,960613078;4,962151068;-0,074805438;0;3;0,024335176;2,948705775
3,145395043;5,020033695;0,082624669;0;3,2;0,03978108;3,047767607
3,210803538;4,941849522;6,150683164;0,2;-3,2;0,436485331;-3,145600903
2,954502766;4,873785894;5,971394814;0,2;-3;0,085945289;-1,64294388
2,751435806;4,65484517;5,742333691;0,2;-2,8;0,260777981;-2,737549859
2,639661854;4,577966863;5,490550435;0,2;-2,6;0,528307372;-2,493009286
2,26107015;4,393241741;5,340272926;0,2;-2,4;0,16807966;-1,230129816
2,117737449;4,339185043;5,155961067;0,2;-2,2;0,146228552;-1,128303676
2,007996877;4,267174324;4,930918779;0,2;-2;0,375097223;-1,934162565
1,731821649;4,150656549;4,819610226;0,2;-1,8;0,162522394;-0,912284522
1,445138919;4,037050045;4,539854444;0,2;-1,6;0,163021706;-0,745144411
1,358761845;4,022271463;4,43949615;0,2;-1,4;0,150105254;-0,690858388
1,158943515;3,979349002;4,187287731;0,2;-1,2;0,129709272;-0,558556328
0,995587052;3,933776391;3,95650969;0,2;-1;0,22990823;-0,957810784
0,734278158;3,802986451;3,812373338;0,2;-0,8;0,180755634;-0,334755951
0,595954479;3,772955427;3,455535919;0,2;-0,6;0,310059865;-0,470315828
0,452015315;3,847157491;3,293962523;0,2;-0,4;0,232835409;-0,326923533
0,225289404;3,748162775;3,123013076;0,2;-0,2;0,224268896;-0,07663708
0,203718962;3,764542388;2,935106878;0,2;0;0,210815755;0,048548168
0,250586939;3,705793627;2,753510513;0,2;0,2;0,200051714;0,170080233
0,359849712;3,81281796;2,56085059;0,2;0,4;0,137576097;0,37250619
0,592390893;3,802845449;2,387054386;0,2;0,6;0,161786014;0,588576666
0,823629841;3,821307937;2,120255551;0,2;0,8;0,181886799;0,840043599
1,062742621;3,881647786;1,978588992;0,2;1;0,251855561;1,035107897
1,100142724;3,924837945;1,805877333;0,2;1,2;0,164534552;1,142173882
1,34809696;3,947290054;1,549956761;0,2;1,4;0,20798727;1,401022157
1,513303949;4,133405694;1,263903953;0,2;1,6;0,137497876;1,634656625
1,762974343;4,15588594;1,098031766;0,2;1,8;0,187178508;1,849955802
1,866389967;4,282483124;0,870985275;0,2;2;0,1542986;2,032061218
2,197413093;4,345962052;0,88137889;0,2;2,2;0,258314798;2,1687121
2,306770125;4,40257261;0,553492311;0,2;2,4;0,229689204;2,459419236
2,565757577;4,651719615;0,373257041;0,2;2,6;0,106866553;2,622803243
2,7220123;4,594523282;0,17404234;0,2;2,8;0,144492013;2,805634847
3,064160121;4,756097101;0,191620397;0,2;3;0,227824765;2,99573391
3,107581095;4,939640265;0,353855074;0,2;3,2;0,255173312;3,141937716
3,161745469;4,724706824;6,189875774;0,4;-3,2;0,318697639;-1,76128671
2,886213906;4,688991185;5,998428935;0,4;-3;0,226015836;-1,627607388
2,75062459;4,496559853;5,80641447;0,4;-2,8;0,296730151;-1,513841618
2,618824055;4,280504106;5,627630478;0,4;-2,6;0,387919943;-1,399980055
2,434480146;4,379321937;5,290183117;0,4;-2,4;0,565766667;-2,290102775
2,150937311;4,117068475;5,135027735;0,4;-2,2;0,422650386;-2,112896578
1,982550161;4,043098357;4,942430951;0,4;-2;0,466625856;-1,92332534
1,83878886;3,933440718;4,772170817;0,4;-1,8;0,527467803;-1,751025444
1,508617267;3,85490784;4,555100525;0,4;-1,6;0,296537679;-0,744042916
1,445885354;3,817735125;4,358821582;0,4;-1,4;0,48604496;-1,344573676
1,14541749;3,807586374;4,144833962;0,4;-1,2;0,252784479;-1,121175216
1,141034381;3,690381236;3,951883223;0,4;-1;0,535953485;-0,952845827
0,836592087;3,712430625;3,690276399;0,4;-0,8;0,41227623;-0,693221373
0,768347454;3,600880193;3,584608368;0,4;-0,6;0,479641221;-0,573656993
0,548880251;3,614272529;3,413821118;0,4;-0,4;0,398535004;-0,38411581
0,341946028;3,445480198;3,167887853;0,4;-0,2;0,407819526;-0,090623096
0,429987342;3,518540317;3,041370319;0,4;0;0,448968065;-0,004678578
0,331650881;3,559711874;2,753363764;0,4;0,2;0,334932803;0,179638211
0,514683184;3,60938525;2,555930309;0,4;0,4;0,355709225;0,417547719
0,633513931;3,604050261;2,384560214;0,4;0,6;0,339080712;0,582410808
0,837514674;3,582388239;2,168962776;0,4;0,8;0,367887194;0,804647191
1,031416902;3,706439741;1,873228656;0,4;1;0,302158687;1,067105214
1,246351837;3,741847541;1,925535376;0,4;1,2;0,458781145;1,142931572
1,410453102;3,813350275;1,556156892;0,4;1,4;0,312528596;1,432624419
1,66691729;3,942763427;1,367278302;0,4;1,6;0,358777168;1,658760505
1,778313483;3,976861202;1,245054691;0,4;1,8;0,361104772;1,782813455
2,00973704;4,06560448;1,000457693;0,4;2;0,373250508;2,047201263
2,214738667;4,138968411;0,91597224;0,4;2,2;0,467129832;2,197273382
2,3849855;4,207807369;0,659717547;0,4;2,4;0,417480079;2,433715521
2,545574667;4,514160682;0,556911231;0,4;2,6;0,266102448;2,519158161
2,738698874;4,558230447;0,405604573;0,4;2,8;0,32102537;2,731611396
3,0104059;4,618007073;0,32690741;0,4;3;0,352812436;2,922791598
3,157553754;4,778569423;0,345503322;0,4;3,2;0,348425243;3,115066545
3,308292781;4,613059689;6,202115546;0,6;-3,2;0,848324944;-3,16227042
2,986800381;4,48241341;5,976170979;0,6;-3;0,526222206;-2,944904607
2,72378121;4,354695825;5,815508817;0,6;-2,8;0,401625228;-1,496219945
2,468191147;4,227231723;5,58280676;0,6;-2,6;0,384921755;-1,346304898
2,412498856;4,016714629;5,415035681;0,6;-2,4;0,487565929;-1,247806269
2,265605629;4,003736209;5,18310944;0,6;-2,2;0,683909163;-2,147266819
2,063759096;3,845695829;4,967095889;0,6;-2;0,717743072;-1,923737508
1,857142096;3,714400072;4,722163126;0,6;-1,8;0,752758142;-1,677195193
1,551940948;3,682551878;4,596272591;0,6;-1,6;0,421718671;-0,740098168
1,487134812;3,64715365;4,389449256;0,6;-1,4;0,62127934;-1,347991101
1,311347619;3,558931753;4,225532805;0,6;-1,2;0,608483887;-1,171672217
1,020582443;3,385818703;3,945408753;0,6;-1;0,622409133;-0,847796907
0,917640851;3,40334964;3,800333357;0,6;-0,8;0,613165036;-0,71544603
0,757547894;3,356550184;3,606167005;0,6;-0,6;0,615859057;-0,492516357
0,70984586;3,363014962;3,489147265;0,6;-0,4;0,622084969;-0,385800721
0,575372597;3,26342889;3,139268329;0,6;-0,2;0,635072945;-0,046352888
0,50346463;3,395840817;3,130027516;0,6;0;0,538871218;-0,053935632
0,611351288;3,341743754;2,82297443;0,6;0,2;0,617177948;0,163845962
0,636274261;3,324009895;2,740820544;0,6;0,4;0,629847033;0,221415411
0,765343617;3,317767916;2,467343929;0,6;0,6;0,646429378;0,515573146
0,956814685;3,400235653;2,199282723;0,6;0,8;0,614424322;0,818312251
1,095621464;3,53804834;2,090970706;0,6;1;0,565980024;0,965418777
1,255800712;3,580925224;1,867265039;0,6;1,2;0,554131112;1,178348132
1,43827284;3,623261996;1,651369077;0,6;1,4;0,563629067;1,398600852
1,667986006;3,676567747;1,506390014;0,6;1,6;0,635817431;1,600387966
1,815259298;3,857540869;1,300305347;0,6;1,8;0,528100712;1,784299016
2,092518566;3,906523676;1,095400552;0,6;2;0,662977574;2,106631535
2,266008719;4,100543186;0,87274869;0,6;2,2;0,550170035;2,30096353
2,363748532;4,001903269;0,880130455;0,6;2,4;0,651244748;2,339953507
2,558206692;4,252609358;0,717305639;0,6;2,6;0,551251935;2,522841262
2,777608379;4,393536548;0,651014288;0,6;2,8;0,58654867;2,749241332
2,97957737;4,50780074;0,492031731;0,6;3;0,483913189;2,856281147
3,161674627;4,584102125;0,603155104;0,6;3,2;0,605111945;3,092804058
3,235114592;4,606550853;6,230443759;0,8;-3,2;0,528642132;-3,19554011
3,088951083;4,299027753;6,03082527;0,8;-3;0,871098588;-2,965649074
2,896408368;4,238135606;5,796095843;0,8;-2,8;0,873366152;-2,742769719
2,570375195;4,012682126;5,54751395;0,8;-2,6;0,708410149;-2,482931709
2,507392792;3,898234983;5,436109334;0,8;-2,4;0,860544225;-2,361416923
2,272038122;3,862015387;5,188326835;0,8;-2,2;0,786755772;-2,129786621
2,088087155;3,75196268;4,985870228;0,8;-2;0,797879547;-1,925275881
1,907429296;3,679442226;4,742979624;0,8;-1,8;0,820460939;-1,692604859
1,625407218;3,543642343;4,72632886;0,8;-1,6;0,541064059;-0,771925245
1,576658423;3,432696368;4,420496166;0,8;-1,4;0,834750254;-1,339382326
1,505366727;3,349443248;4,247963487;0,8;-1,2;0,911229835;-1,17031938
1,236557664;3,268316413;4,00535145;0,8;-1;0,84823073;-0,907688412
1,120010673;3,197040359;3,82560546;0,8;-0,8;0,871320863;-0,715248641
0,902517135;3,192501961;3,585572225;0,8;-0,6;0,806330256;-0,45040234
0,849293795;3,080439798;3,483307482;0,8;-0,4;0,850858103;-0,252111855
0,679192006;3,138603765;3,208855433;0,8;-0,2;0,746359824;-0,076721135
0,768139551;3,118029918;3,106425553;0,8;0;0,813585926;0,003892867
0,836318788;3,174224892;2,80936838;0,8;0,2;0,816701622;0,246268935
0,863457637;3,188881388;2,58028669;0,8;0,4;0,792511427;0,448905678
0,847063429;3,20998131;2,486845755;0,8;0,6;0,7568646;0,50964918
1,057581867;3,203638267;2,266956765;0,8;0,8;0,816123493;0,795000779
1,251178249;3,302045564;2,047096347;0,8;1;0,801485718;1,054346625
1,42344381;3,331026909;1,871419303;0,8;1,2;0,840004891;1,263084495
1,533429609;3,507385089;1,634239173;0,8;1,4;0,720181624;1,4713892
1,766253301;3,485720262;1,539309995;0,8;1,6;0,88077929;1,687922646
1,919349714;3,655279915;1,352611669;0,8;1,8;0,811418848;1,883411967
2,152498235;3,748154745;1,225162175;0,8;2;0,848752509;2,090557499
2,338666059;3,815409554;1,139215101;0,8;2,2;0,86329753;2,226148849
2,519213245;3,968016254;0,926386308;0,8;2,4;0,766721362;2,408968284
2,66013105;4,047089683;0,81158741;0,8;2,6;0,731182063;2,531219854
2,864662973;4,174261123;0,728386037;0,8;2,8;0,712100498;2,69004581
2,992749442;4,284831044;0,66978008;0,8;3;0,676738008;2,79651332
3,237321203;4,470632232;0,723659733;0,8;3,2;0,746705564;3,111281927
3,380819175;4,478650801;6,195209294;1;-3,2;1,101543022;-3,12893764
3,159173717;4,193281774;6,097418879;1;-3;1,002011576;-3,005025644
2,790904948;4,082255221;5,799321218;1;-2,8;0,615599143;-1,46344243
2,750857839;3,873715852;5,657863199;1;-2,6;1,042267422;-2,553596117
2,581579546;3,807550678;5,455813764;1;-2,4;1,03396204;-2,360783651
2,339897347;3,701618912;5,242962717;1;-2,2;0,945322314;-2,148965809
2,239796908;3,651752692;5,090049569;1;-2;0,983008632;-2,002328257
1,930660997;3,454388845;4,825348574;1;-1,8;0,924450158;-1,715305049
1,863667639;3,422898995;4,586148218;1;-1,6;1,029564154;-1,503700624
1,578418046;3,275337993;4,428961457;1;-1,4;0,927212106;-1,304491608
