d1+Su;d2+Su;d3+Su;d1;d2;d3;x_we;y_we;x_wy;y_wy
2,839645043;2,240493848;5,10893714;2,88444102;2,2627417;5,188448708;2,4;-1,6;2,383543751;-1,528044959
2,750249218;2,008323989;4,962081493;2,778488798;2,126029163;5,011985634;2,4;-1,4;2,437621847;-1,304086251
2,575286714;1,902808583;4,741324299;2,683281573;2;4,837354649;2,4;-1,2;2,371046774;-1,068677443
2,435080722;1,873017096;4,527581146;2,6;1,886796226;4,664761516;2,4;-1;2,299094172;-0,864735108
2,478319448;1,755118156;4,398562482;2,529822128;1,788854382;4,494441011;2,4;-0,8;2,382583614;-0,692196693
2,422059847;1,76704641;4,327417939;2,473863375;1,708800749;4,326661531;2,4;-0,6;2,342815212;-0,630217989
2,361510127;1,563097348;4,097792028;2,433105012;1,64924225;4,161730409;2,4;-0,4;2,400277359;-0,215197887
2,310387428;1,58785545;3,932053827;2,408318916;1,61245155;4;2,4;-0,2;2,362985049;-0,096712611
2,226263442;1,618139097;3,801169679;2,4;1,6;3,841874542;2,4;0;2,307808155;-0,014797014
2,401174596;1,549241927;3,61147828;2,408318916;1,61245155;3,687817783;2,4;0,2;2,439141034;0,227734347
2,354112227;1,479317044;3,516308753;2,433105012;1,64924225;3,538361203;2,4;0,4;2,532564009;0,417093895
2,543466379;1,663567257;3,372808286;2,473863375;1,708800749;3,39411255;2,4;0,6;2,47710259;0,691463674
2,538815851;1,754191466;3,259163069;2,529822128;1,788854382;3,255764119;2,4;0,8;2,442735533;0,825328934
2,61797872;1,780899162;3,102599382;2,6;1,886796226;3,12409987;2,4;1;2,468265643;1,008871249
2,690610697;1,952762259;2,966280343;2,683281573;2;3;2,4;1,2;2,4094469;1,196718447
2,772440194;2,133273687;2,840353927;2,778488798;2,126029163;2,88444102;2,4;1,4;2,349256621;1,375096917
2,863428428;2,130097276;2,758441287;2,88444102;2,2627417;2,778488798;2,4;1,6;2,363605475;1,45837109
2,871743196;2,373250319;2,635654091;3;2,408318916;2,683281573;2,4;1,8;2,274515138;1,646728829
3,045329044;2,528339463;2,595717426;3,12409987;2,561249695;2,6;2,4;2;2,361866428;1,924897016
3,215995482;2,640115869;2,421152269;3,255764119;2,720294102;2,529822128;2,4;2,2;2,289737906;2,081106041
3,363394959;2,773810776;2,378650231;3,39411255;2,88444102;2,473863375;2,4;2,4;2,324619924;2,287515158
3,490041667;2,908492574;2,375437575;3,538361203;3,052867504;2,433105012;2,4;2,6;2,363077877;2,469585286
3,54351126;3,263787244;2,366425928;3,687817783;3,224903099;2,408318916;2,4;2,8;2,313168303;2,742793652
3,803664296;3,354004995;2,419636922;3,841874542;3,4;2,4;2,4;3;2,413455708;2,947570923
3,952173781;3,587049132;2,40035894;4;3,577708764;2,408318916;2,4;3,2;2,377225962;3,177046614
3,970647323;3,435735461;6,640921472;4,123105626;3,492849839;6,723094526;2,6;-3,2;2,461416476;-3,145011437
4,004097432;3,19585606;6,512660412;3,969886648;3,310589071;6,53911309;2,6;-3;2,73313687;-2,91718492
3,748664088;3,03405161;6,315076137;3,820994635;3,130495168;6,356099433;2,6;-2,8;2,586278667;-2,741432793
3,555726169;2,865182831;6,204448926;3,676955262;2,952964612;6,174139616;2,6;-2,6;2,489337399;-2,617431151
3,462902372;2,705838751;5,915623537;3,538361203;2,778488798;5,993329626;2,6;-2,4;2,580121432;-2,317964899
3,422489266;2,660933184;5,708760337;3,405877273;2,607680962;5,813776741;2,6;-2,2;2,60520135;-2,129381693
3,20300021;2,506789098;5,568831981;3,280243893;2,441311123;5,635601121;2,6;-2;2,501797719;-1,98464322
3,021467438;2,248318491;5,363759103;3,16227766;2,28035085;5,458937626;2,6;-1,8;2,501986704;-1,725041248
2,897756112;2,082555184;5,260374681;3,052867504;2,126029163;5,283937925;2,6;-1,6;2,488790083;-1,575200776
2,851567493;1,842132872;4,955934348;2,952964612;1,979898987;5,110772936;2,6;-1,4;2,591079494;-1,212662709
2,879558226;1,825565478;4,938347741;2,863564213;1,843908891;4,939635614;2,6;-1,2;2,620111729;-1,188924436
2,682306311;1,707515513;4,662659541;2,785677655;1,720465053;4,770744177;2,6;-1;2,534581946;-0,90142692
2,618116783;1,546734195;4,550077001;2,720294102;1,61245155;4,604345773;2,6;-0,8;2,558715941;-0,693778177
2,565374156;1,495580467;4,39245984;2,668332813;1,523154621;4,440720662;2,6;-0,6;2,545635916;-0,497888484
2,582684676;1,493620226;4,155585409;2,630589288;1,456021978;4,280186912;2,6;-0,4;2,553046721;-0,312232944
2,59232634;1,371686481;4,036217323;2,607680962;1,414213562;4,123105626;2,6;-0,2;2,612051438;-0,052461999
2,503832032;1,258950592;3,861967982;2,6;1,4;3,969886648;2,6;0;2,649282448;0,127240949
2,454510448;1,349374898;3,785126733;2,607680962;1,414213562;3,820994635;2,6;0,2;2,575812356;0,152757998
2,595660543;1,371279323;3,61670925;2,630589288;1,456021978;3,676955262;2,6;0,4;2,691682928;0,422525277
2,599526854;1,520768625;3,478108487;2,668332813;1,523154621;3,538361203;2,6;0,6;2,621815886;0,666106792
2,660994915;1,575470454;3,373484862;2,720294102;1,61245155;3,405877273;2,6;0,8;2,6147785;0,803262699
2,563474159;1,578576675;3,230363267;2,785677655;1,720465053;3,280243893;2,6;1;2,537676731;0,78723651
2,861251941;1,758210158;3,12441128;2,863564213;1,843908891;3,16227766;2,6;1,2;2,592187999;1,142862415
2,828934076;1,81748092;3,007876964;2,952964612;1,979898987;3,052867504;2,6;1,4;2,526668715;1,199935338
3,042982592;2,041898484;2,892429255;3,052867504;2,126029163;2,952964612;2,6;1,6;2,512912944;1,470137979
3,089309457;2,24776032;2,830291384;3,16227766;2,28035085;2,863564213;2,6;1,8;2,534786922;1,719174732
3,179280077;2,532507896;2,726433895;3,280243893;2,441311123;2,785677655;2,6;2;2,515436124;2,015942764
3,330706118;2,510682965;2,709814691;3,405877273;2,607680962;2,720294102;2,6;2,2;2,56553787;2,081997639
3,484698028;2,730056051;2,702540975;3,538361203;2,778488798;2,668332813;2,6;2,4;2,607885815;2,333589608
3,61003726;2,855447936;2,55130912;3,676955262;2,952964612;2,630589288;2,6;2,6;2,53735808;2,500505561
3,707610086;2,994684553;2,597962722;3,820994635;3,130495168;2,607680962;2,6;2,8;2,581832114;2,64806197
3,983022643;3,277998609;2,6429791;3,969886648;3,310589071;2,6;2,6;3;2,641910559;2,982089045
3,994323403;3,375648534;2,602536207;4,123105626;3,492849839;2,607680962;2,6;3,2;2,591281057;3,053450333
4,299192394;3,374967675;6,761470591;4,252058325;3,417601498;6,802940541;2,8;-3,2;2,909178614;-3,126511463
4,111700955;3,205079096;6,54910825;4,103656906;3,231098884;6,621178143;2,8;-3;2,850930051;-2,920680958
3,878687092;3,017482418;6,364427092;3,959797975;3,046309242;6,440496875;2,8;-2,8;2,742272787;-2,743210138
3,700178896;2,822378084;6,236134361;3,820994635;2,863564213;6,260990337;2,8;-2,6;2,688097781;-2,59197952
3,667059004;2,698748916;6,018930225;3,687817783;2,683281573;6,08276253;2,8;-2,4;2,780982136;-2,35719591
3,537919263;2,404249637;5,989373005;3,560898763;2,505992817;5,905929224;2,8;-2,2;2,815267142;-2,228315322
3,415059137;2,258313396;5,653637982;3,440930107;2,332380758;5,730619513;2,8;-2;2,822583628;-1,907172138
3,313129671;2,06782182;5,498736655;3,328663395;2,163330765;5,556977596;2,8;-1,8;2,837628647;-1,71005225
3,143227133;1,943833469;5,380385269;3,224903099;2;5,385164807;2,8;-1,6;2,755935732;-1,58083084
3,074057816;1,814050991;5,105092224;3,130495168;1,843908891;5,215361924;2,8;-1,4;2,770479437;-1,302822791
3,06100872;1,663135624;5,059512707;3,046309242;1,697056275;5,047771786;2,8;-1,2;2,825545951;-1,190477811
2,902879666;1,560601274;4,834532264;2,973213749;1,562049935;4,882622246;2,8;-1;2,749431281;-0,961842728
2,925186253;1,415832022;4,702765355;2,912043956;1,44222051;4,720169488;2,8;-0,8;2,818480074;-0,770169252
2,885018959;1,283051598;4,533301474;2,863564213;1,341640786;4,5607017;2,8;-0,6;2,83467473;-0,537402169
2,747238587;1,223971997;4,199524277;2,828427125;1,264911064;4,404543109;2,8;-0,4;2,764294468;-0,108457426
2,710207631;1,173858185;4,139984146;2,80713377;1,216552506;4,252058325;2,8;-0,2;2,774828548;-0,0525574
2,722567777;1,096325757;4,068438137;2,8;1,2;4,103656906;2,8;0;2,829988758;0,046553069
2,765088707;1,182060044;3,905635671;2,80713377;1,216552506;3,959797975;2,8;0,2;2,809787231;0,195099921
2,72780489;1,210434551;3,68600619;2,828427125;1,264911064;3,820994635;2,8;0,4;2,822525915;0,405783845
2,779300648;1,310734433;3,558524284;2,863564213;1,341640786;3,687817783;2,8;0,6;2,789831001;0,627046507
2,854202905;1,486982162;3,567742286;2,912043956;1,44222051;3,560898763;2,8;0,8;2,712861672;0,709369203
2,927672467;1,502258803;3,338284501;2,973213749;1,562049935;3,440930107;2,8;1;2,757592142;0,963960379
2,993788153;1,653990857;3,260472695;3,046309242;1,697056275;3,328663395;2,8;1,2;2,721796768;1,11566645
3,067557835;1,758479669;3,204760333;3,130495168;1,843908891;3,224903099;2,8;1,4;2,708000797;1,231818302
3,225780236;1,856305973;3,093955065;3,224903099;2;3,130495168;2,8;1,6;2,716223169;1,412273197
3,310719458;2,04408901;2,997415128;3,328663395;2,163330765;3,046309242;2,8;1,8;2,727271818;1,660980082
3,365810124;2,283884523;2,99748374;3,440930107;2,332380758;2,973213749;2,8;2;2,785078706;1,919481853
3,560624224;2,562853627;2,910080406;3,560898763;2,505992817;2,912043956;2,8;2,2;2,793404608;2,240194881
3,628522127;2,736113842;2,788613917;3,687817783;2,683281573;2,863564213;2,8;2,4;2,720360055;2,411257927
3,741377309;2,775608888;2,877106497;3,820994635;2,863564213;2,828427125;2,8;2,6;2,816079991;2,48995738
3,905462206;2,975011727;2,823775362;3,959797975;3,046309242;2,80713377;2,8;2,8;2,806648956;2,720799943
3,979397246;3,212659334;2,746501882;4,103656906;3,231098884;2,8;2,8;3;2,726483354;2,924358383
4,165927859;3,323979814;2,760955267;4,252058325;3,417601498;2,80713377;2,8;3,2;2,768734066;3,10038647
4,386407765;3,283680424;6,793080523;4,38634244;3,352610923;6,887670143;3;-3,2;3,077203858;-3,081384958
4,247084727;3,117029199;6,734218299;4,242640687;3,16227766;6,708203932;3;-3;3,028800405;-2,999879537
4,080087663;2,944239311;6,481900278;4,103656906;2,973213749;6,529931087;3;-2,8;3,001658262;-2,751928465
3,90828872;2,729326215;6,21835743;3,969886648;2,785677655;6,35295207;3;-2,6;2,988878452;-2,476287241
3,768163332;2,436676565;6,153855169;3,841874542;2,6;6,177378085;3;-2,4;3,017611145;-2,322112547
3,650683129;2,211320561;5,914916489;3,720215048;2,416609195;6,003332408;3;-2,2;3,050209216;-2,045362623
3,625881049;2,291448588;5,771194238;3,605551275;2,236067977;5,830951895;3;-2;2,993805469;-1,971825923
3,49568795;2,006768116;5,665688255;3,498571137;2,059126028;5,660388679;3;-1,8;3,022876565;-1,779235767
3,319093713;1,840868974;5,421033517;3,4;1,886796226;5,491812087;3;-1,6;2,953033402;-1,535588052
3,299664664;1,676154459;5,251941798;3,310589071;1,720465053;5,325410782;3;-1,4;3,00875914;-1,320705743
3,133222498;1,424081267;5,114726848;3,231098884;1,562049935;5,16139516;3;-1,2;2,978554804;-1,098731447
3,167290003;1,476725205;4,975423079;3,16227766;1,414213562;5;3;-1;2,977851555;-1,014266128
3,015043958;1,231857792;4,817604046;3,104834939;1,280624847;4,841487375;3;-0,8;2,953944861;-0,747528515
2,95591632;1,123764325;4,607576463;3,059411708;1,166190379;4,686149806;3;-0,6;2,942289882;-0,480165096
2,958568054;1,031207757;4,472580696;3,02654919;1,077032961;4,53431362;3;-0,4;2,971814736;-0,226448508
2,91588045;0,91105494;4,305021316;3,006659276;1,019803903;4,38634244;3;-0,2;3,015835076;-0,056882336
2,905308034;0,981731521;4,172769477;3;1;4,242640687;3;0;2,973870453;0,044144698
2,991755163;1,003939359;4,03691681;3,006659276;1,019803903;4,103656906;3;0,2;3,01478431;0,218295968
2,874300921;1,066876008;3,930027942;3,02654919;1,077032961;3,969886648;3;0,4;2,973769859;0,314429218
3,019016247;1,217877062;3,726589703;3,059411708;1,166190379;3,841874542;3;0,6;2,968048432;0,688938049
3,137616257;1,179084387;3,60490209;3,104834939;1,280624847;3,720215048;3;0,8;3,017813027;0,807352989
3,054708431;1,39869729;3,511653231;3,16227766;1,414213562;3,605551275;3;1;2,889693418;0,915255374
3,218472221;1,517235048;3,408383269;3,231098884;1,562049935;3,498571137;3;1,2;2,907892092;1,120601952
3,297464397;1,72028919;3,41854591;3,310589071;1,720465053;3,4;3;1,4;3,008028481;1,393078909
3,25956279;1,797280494;3,265300549;3,4;1,886796226;3,310589071;3;1,6;2,881196522;1,430369284
3,387774309;2,072199081;3,176893139;3,498571137;2,059126028;3,231098884;3;1,8;2,91385999;1,753645892
3,530975297;2,191666166;3,07962172;3,605551275;2,236067977;3,16227766;3;2;2,912377768;1,933895115
3,705451721;2,332231597;3,039895748;3,720215048;2,416609195;3,104834939;3;2,2;2,956481532;2,140642029
3,819654992;2,521973271;2,961809385;3,841874542;2,6;3,059411708;3;2,4;2,936188466;2,349872256
3,90166968;2,710909168;2,963364482;3,969886648;2,785677655;3,02654919;3;2,6;2,945061787;2,524267163
4,065725095;2,885644141;2,993319391;4,103656906;2,973213749;3,006659276;3;2,8;2,995775552;2,725472855
4,227701929;3,093641638;2,966521347;4,242640687;3,16227766;3;3;3;2,989889689;2,955969173
4,327560246;3,329389931;2,938532107;4,38634244;3,352610923;3,006659276;3;3,2;2,940909618;3,165893375
4,494721555;3,259901485;6,951851597;4,5254834;3,2984845;6,977105417;3,2;-3,2;3,193508056;-3,170322332
4,301765165;2,980528706;6,75808344;4,38634244;3,104834939;6,8;3,2;-3;3,186349733;-2,932318873
4,21426875;2,778871254;6,613037182;4,252058325;2,912043956;6,624198065;3,2;-2,8;3,242848567;-2,735846648
4,130320275;2,64384528;6,351949753;4,123105626;2,720294102;6,449806199;3,2;-2,6;3,265695265;-2,475714936
3,921819438;2,431908133;6,201396987;4;2,529822128;6,276941931;3,2;-2,4;3,180754541;-2,312982372
3,843588145;2,28735567;6,118259836;3,883297568;2,340939982;6,105735009;3,2;-2,2;3,187627434;-2,195230931
3,688098125;2,039810131;5,873009828;3,773592453;2,154065923;5,936328832;3,2;-2;3,178594666;-1,914835247
3,67527566;1,977588666;5,650741672;3,67151195;1,96977156;5,768882041;3,2;-1,8;3,197124879;-1,707875962
3,480225478;1,796934111;5,599734059;3,577708764;1,788854382;5,60357029;3,2;-1,6;3,110491129;-1,624017498
3,362920184;1,472325676;5,436759462;3,492849839;1,61245155;5,440588203;3,2;-1,4;3,150355321;-1,348054994
3,347732673;1,321470352;5,230573952;3,417601498;1,44222051;5,280151513;3,2;-1,2;3,189321636;-1,107695629
3,353821892;1,301484451;4,965578972;3,352610923;1,280624847;5,12249939;3,2;-1;3,177466231;-0,887683067
3,317878176;1,082243282;4,874884967;3,2984845;1,13137085;4,967896939;3,2;-0,8;3,22076318;-0,69528755
3,220073792;0,973153548;4,745889605;3,255764119;1;4,816637832;3,2;-0,6;3,178046783;-0,523196514
3,221437727;0,847640058;4,673096412;3,224903099;0,894427191;4,669047012;3,2;-0,4;3,213341826;-0,360171411
3,21051752;0,780704001;4,56165222;3,206243908;0,824621125;4,5254834;3,2;-0,2;3,221626091;-0,151632946
3,172641339;0,717665337;4,357395934;3,2;0,8;4,38634244;3,2;0;3,244529431;0,055510957
3,13264128;0,780868866;4,185436487;3,206243908;0,824621125;4,252058325;3,2;0,2;3,232659023;0,229215193
3,183100575;0,914047906;4,14481878;3,224903099;0,894427191;4,123105626;3,2;0,4;3,153279403;0,325027273
3,252755775;0,965885049;3,906609454;3,255764119;1;4;3,2;0,6;3,195095819;0,621542741
3,242031092;1,070208477;3,85149878;3,2984845;1,13137085;3,883297568;3,2;0,8;3,149334164;0,702821488
3,291471031;1,244355335;3,782290521;3,352610923;1,280624847;3,773592453;3,2;1;3,158249637;0,917569738
3,455768;1,418953821;3,566688455;3,417601498;1,44222051;3,67151195;3,2;1,2;3,091800578;1,141074305
3,388051893;1,551070275;3,556773215;3,492849839;1,61245155;3,577708764;3,2;1,4;3,122464392;1,286488698
3,553798069;1,757641514;3,384724025;3,577708764;1,788854382;3,492849839;3,2;1,6;3,108668411;1,569723132
3,561282951;1,979378616;3,368441832;3,67151195;1,96977156;3,417601498;3,2;1,8;3,11783371;1,755561602
3,718703833;2,038397795;3,337323606;3,773592453;2,154065923;3,352610923;3,2;2;3,169054784;1,890318925
3,83503057;2,282528348;3,314008167;3,883297568;2,340939982;3,2984845;3,2;2,2;3,194100084;2,13046364
3,921519382;2,420759669;3,202980426;4;2,529822128;3,255764119;3,2;2,4;3,147147816;2,295802178
4,225192374;2,675040539;3,131270899;4,123105626;2,720294102;3,224903099;3,2;2,6;3,186022656;2,649894943
4,165812906;2,875375837;3,197709706;4,252058325;2,912043956;3,206243908;3,2;2,8;3,168939163;2,729681835
4,275706435;3,084022704;3,132806395;4,38634244;3,104834939;3,2;3,2;3;3,120133673;2,939787173
4,514262746;3,260118449;3,170830935;4,5254834;3,2984845;3,206243908;3,2;3,2;3,183033677;3,179272059
