d1+Su;d2+Su;d3+Su;d1;d2;d3;x_we;y_we;x_wy;y_wy
1,224632422;3,242165771;2,118610492;1,280624847;3,352610923;2,154065923;0,8;1;0,843581129;0,989333635
1,467444716;3,44718879;1,938870624;1,44222051;3,417601498;1,96977156;0,8;1,2;0,785934302;1,232246868
1,553684507;3,341355667;1,839193842;1,61245155;3,492849839;1,788854382;0,8;1,4;0,894822329;1,350095035
1,744381324;3,507108317;1,571743494;1,788854382;3,577708764;1,61245155;0,8;1,6;0,838426946;1,627870121
1,981447943;3,618026289;1,410067323;1,96977156;3,67151195;1,44222051;0,8;1,8;0,866652213;1,862106624
2,165804158;3,67096983;1,203555789;2,154065923;3,773592453;1,280624847;0,8;2;0,871890449;2,089502963
2,288928471;3,871274119;1,066880205;2,340939982;3,883297568;1,13137085;0,8;2,2;0,777422972;2,22882698
2,416116243;4,011176417;0,914162381;2,529822128;4;1;0,8;2,4;0,695534187;2,361143831
2,646253297;4,133300789;0,892969284;2,720294102;4,123105626;0,894427191;0,8;2,6;0,771995702;2,569498587
2,873729427;4,201362114;0,688483902;2,912043956;4,252058325;0,824621125;0,8;2,8;0,682398403;2,70922912
3,015818614;4,329660695;0,751256635;3,104834939;4,38634244;0,8;0,8;3;0,758513105;2,891508786
3,261938119;4,472731909;0,765223736;3,2984845;4,5254834;0,824621125;0,8;3,2;0,778238411;3,138200583
3,303444312;4,288715665;6,222754423;3,352610923;4,38634244;6,280127387;1;-3,2;1,058279305;-3,13080261
3,063468369;4,214561139;6,04142479;3,16227766;4,242640687;6,08276253;1;-3;0,82371251;-2,962970531
2,857617469;4,026104536;5,889865416;2,973213749;4,103656906;5,885575588;1;-2,8;0,696530333;-1,495388627
2,687003468;4,007369328;5,670577765;2,785677655;3,969886648;5,688585061;1;-2,6;0,74869936;-2,593662616
2,484197544;3,872790903;5,342384256;2,6;3,841874542;5,491812087;1;-2,4;0,952823153;-2,272386502
2,412002667;3,694304673;5,267929876;2,416609195;3,720215048;5,295280918;1;-2,2;1,037936626;-2,170279958
2,282810569;3,514379633;5,06835656;2,236067977;3,605551275;5,099019514;1;-2;1,143769533;-1,95379797
2,006744627;3,418191654;4,767157259;2,059126028;3,498571137;4,903060269;1;-1,8;1,081079576;-1,66320423
1,893542548;3,373458323;4,684103301;1,886796226;3,4;4,707440918;1;-1,6;1,038540416;-1,574537088
1,724379058;3,248157217;4,480062017;1,720465053;3,310589071;4,512205669;1;-1,4;1,058174335;-1,356967393
1,549426957;3,192583024;4,338570211;1,562049935;3,231098884;4,317406629;1;-1,2;1,001601585;-1,20291471
1,300316742;3,130047186;4,022060186;1,414213562;3,16227766;4,123105626;1;-1;0,970682626;-0,885604598
1,168418805;3,012474792;3,91464786;1,280624847;3,104834939;3,929376541;1;-0,8;0,982468873;-0,709167111
1,054878276;3,066240351;3,698496128;1,166190379;3,059411708;3,736308338;1;-0,6;0,940518754;-0,529192293
0,985512707;3,031761392;3,465223523;1,077032961;3,02654919;3,544009029;1;-0,4;0,961026199;-0,273821911
0,950775482;2,972585933;3,298379955;1,019803903;3,006659276;3,352610923;1;-0,2;0,978842797;-0,098699139
1,033798977;2,922744903;3,184481827;1;3;3,16227766;1;0;1,052046475;-0,003005479
0,992157633;2,983478983;2,905786183;1,019803903;3,006659276;2,973213749;1;0,2;0,995515906;0,179971822
1,086238635;2,986840937;2,742299061;1,077032961;3,02654919;2,785677655;1;0,4;1,024613475;0,415941244
1,090045961;3,056403016;2,481892588;1,166190379;3,059411708;2,6;1;0,6;0,958406825;0,630502503
1,191031554;3,087983304;2,3958832;1,280624847;3,104834939;2,416609195;1;0,8;0,970961503;0,76141229
1,3533639;3,077487651;2,108807559;1,414213562;3,16227766;2,236067977;1;1;1,024662025;1,061605985
1,694225712;3,142676141;1,998553091;1,562049935;3,231098884;2,059126028;1;1,2;1,125085352;1,322363567
1,632943491;3,270483804;1,829530918;1,720465053;3,310589071;1,886796226;1;1,4;0,994069178;1,412101193
1,74945523;3,271997725;1,641300538;1,886796226;3,4;1,720465053;1;1,6;1,056652437;1,654085181
2,085601483;3,425876978;1,54058346;2,059126028;3,498571137;1,562049935;1;1,8;1,106254905;1,894919024
2,220074828;3,615609067;1,405517307;2,236067977;3,605551275;1,414213562;1;2;0,983378029;1,994673892
2,397625236;3,698539844;1,241929809;2,416609195;3,720215048;1,280624847;1;2,2;0,988274142;2,207260981
2,666974307;3,821132084;1,103736255;2,6;3,841874542;1,166190379;1;2,4;0,97848461;2,418621135
2,717750731;3,987212056;1,067101245;2,785677655;3,969886648;1,077032961;1;2,6;0,966239499;2,572734967
2,89594869;4,043655224;0,923851703;2,973213749;4,103656906;1,019803903;1;2,8;0,879804363;2,637989849
3,091612639;4,200864624;0,918114905;3,16227766;4,242640687;1;1;3;0,936560391;2,907013659
3,273693127;4,283462224;0,988443446;3,352610923;4,38634244;1,019803903;1;3,2;1,004753651;3,090148481
3,357529226;4,129290927;6,288580102;3,417601498;4,252058325;6,315061362;1,2;-3,2;1,193817742;-3,154720708
3,223828563;3,985194582;6,020008548;3,231098884;4,103656906;6,118823416;1,2;-3;1,383888101;-2,87993881
2,960522764;3,762211806;5,881059718;3,046309242;3,959797975;5,922837158;1,2;-2,8;1,223690269;-2,721323399
2,848172927;3,834394194;5,767217231;2,863564213;3,820994635;5,727128425;1,2;-2,6;1,108223589;-2,640942799
2,592956434;3,56892382;5,447858517;2,683281573;3,687817783;5,531726674;1,2;-2,4;1,221195607;-2,298866554
2,520726456;3,531936997;5,253690841;2,505992817;3,560898763;5,336665626;1,2;-2,2;1,296477821;-2,119734419
2,204146658;3,433391615;5,078935336;2,332380758;3,440930107;5,141984053;1,2;-2;1,083802422;-1,940775146
2,057070392;3,297611374;4,875885467;2,163330765;3,328663395;4,947726751;1,2;-1,8;1,143572352;-1,725788298
1,972874083;3,132385301;4,75970364;2;3,224903099;4,75394573;1,2;-1,6;1,223694761;-1,575069097
1,75306074;3,08628657;4,482473461;1,843908891;3,130495168;4,5607017;1,2;-1,4;1,178822349;-1,312356738
1,689059415;2,974436314;4,384827536;1,697056275;3,046309242;4,368065934;1,2;-1,2;1,228524038;-1,186387585
1,459567845;2,990989289;4,139416873;1,562049935;2,973213749;4,176122604;1,2;-1;1,12710681;-0,957476293
1,410620399;2,809344501;3,950711005;1,44222051;2,912043956;3,984971769;1,2;-0,8;1,244240941;-0,711435422
1,380872726;2,86062828;3,72494692;1,341640786;2,863564213;3,794733192;1,2;-0,6;1,231191541;-0,560067308
1,250828962;2,74598966;3,546657601;1,264911064;2,828427125;3,605551275;1,2;-0,4;1,242807917;-0,215601067
1,221722879;2,759369606;3,410971361;1,216552506;2,80713377;3,417601498;1,2;-0,2;1,226841347;-0,121928648
1,130187413;2,723043653;3,247009739;1,2;2,8;3,231098884;1,2;0;1,193183656;-0,009966947
1,140596571;2,756773052;3,020126401;1,216552506;2,80713377;3,046309242;1,2;0,2;1,183001394;0,149931987
1,199201539;2,732420811;2,768211902;1,264911064;2,828427125;2,863564213;1,2;0,4;1,218134363;0,344620449
1,215177582;2,804402092;2,609651336;1,341640786;2,863564213;2,683281573;1,2;0,6;1,181674036;0,508721725
1,370091706;2,868627327;2,465932641;1,44222051;2,912043956;2,505992817;1,2;0,8;1,196950753;0,779018142
1,532584755;2,802530562;2,237565022;1,562049935;2,973213749;2,332380758;1,2;1;1,334882585;1,089371843
1,658758822;3,076842887;2,166194915;1,697056275;3,046309242;2,163330765;1,2;1,2;1,160830732;1,175856471
1,798203611;3,037487705;2,000520379;1,843908891;3,130495168;2;1,2;1,4;1,271394783;1,411826399
1,962706104;3,22953038;1,792528264;2;3,224903099;1,843908891;1,2;1,6;1,197630266;1,643136893
2,093306206;3,292411992;1,63268479;2,163330765;3,328663395;1,697056275;1,2;1,8;1,203444574;1,837176979
2,389980002;3,38077662;1,486926498;2,332380758;3,440930107;1,562049935;1,2;2;1,225955786;2,060599492
2,395994981;3,515192126;1,305751743;2,505992817;3,560898763;1,44222051;1,2;2,2;1,088805323;2,149682683
2,707604716;3,693566074;1,285758338;2,683281573;3,687817783;1,341640786;1,2;2,4;1,134862822;2,36452145
2,763922448;3,834881808;1,173849883;2,863564213;3,820994635;1,264911064;1,2;2,6;1,068967869;2,49056606
3,001860243;3,919974136;1,136527275;3,046309242;3,959797975;1,216552506;1,2;2,8;1,127942489;2,710214188
3,157984724;4,095348026;1,161565128;3,231098884;4,103656906;1,2;1,2;3;1,156843983;2,943177303
3,427084428;4,217680749;1,074555067;3,417601498;4,252058325;1,216552506;1,2;3,2;1,119921385;3,165244009
3,379070441;4,069378563;6,366445175;3,492849839;4,123105626;6,356099433;1,4;-3,2;1,08635548;-3,213172028
3,297588048;3,87132525;6,10976487;3,310589071;3,969886648;6,16116872;1,4;-3;1,502853455;-2,927774125
3,026459747;3,723185631;5,936144146;3,130495168;3,820994635;5,966573556;1,4;-2,8;1,309092403;-2,756710779
2,880526092;3,587999803;5,656050237;2,952964612;3,676955262;5,772347876;1,4;-2,6;1,450109331;-2,476389441
2,847754912;3,470290137;5,566093847;2,778488798;3,538361203;5,578530272;1,4;-2,4;1,545323941;-2,36576716
2,578632391;3,434032148;5,383508877;2,607680962;3,405877273;5,385164807;1,4;-2,2;1,344689506;-2,207123498
2,396143026;3,182392427;5,215830913;2,441311123;3,280243893;5,192301994;1,4;-2;1,387669103;-1,991306855
2,270519481;3,03542085;4,886298329;2,28035085;3,16227766;5;1,4;-1,8;1,514679449;-1,664631059
2,10625504;2,990187292;4,684447136;2,126029163;3,052867504;4,808326112;1,4;-1,6;1,463735451;-1,476438271
1,951875782;2,86190337;4,52880122;1,979898987;2,952964612;4,617358552;1,4;-1,4;1,45641004;-1,293006733
1,772028643;2,717851508;4,371764241;1,843908891;2,863564213;4,427188724;1,4;-1,2;1,440685919;-1,084548967
1,616512731;2,760594044;4,200280021;1,720465053;2,785677655;4,23792402;1,4;-1;1,350212168;-0,937615469
1,569621938;2,678623102;3,99398532;1,61245155;2,720294102;4,049691346;1,4;-0,8;1,404757696;-0,722413079
1,463780516;2,585755329;3,896001389;1,523154621;2,668332813;3,862641583;1,4;-0,6;1,405787934;-0,525845755
1,470569854;2,648924367;3,648752186;1,456021978;2,630589288;3,676955262;1,4;-0,4;1,399226475;-0,402517254
1,315547336;2,529806927;3,438090161;1,414213562;2,607680962;3,492849839;1,4;-0,2;1,381283814;-0,09624017
1,358286929;2,567344138;3,220548831;1,4;2,6;3,310589071;1,4;0;1,39177954;0,065361616
1,379689824;2,526148676;3,067538062;1,414213562;2,607680962;3,130495168;1,4;0,2;1,421443184;0,190093566
1,459238235;2,604108309;2,890304526;1,456021978;2,630589288;2,952964612;1,4;0,4;1,415347154;0,433663318
1,379322252;2,595526929;2,694672299;1,523154621;2,668332813;2,778488798;1,4;0,6;1,383444;0,461529004
1,539860896;2,694980439;2,600015673;1,61245155;2,720294102;2,607680962;1,4;0,8;1,386655097;0,755809928
1,554839306;2,822748934;2,427394441;1,720465053;2,785677655;2,441311123;1,4;1;1,304691929;0,916782744
1,71037803;2,837802796;2,280366655;1,843908891;2,863564213;2,28035085;1,4;1,2;1,365565299;1,131960814
1,986101324;2,912229408;2,08635771;1,979898987;2,952964612;2,126029163;1,4;1,4;1,492852096;1,518247729
2,118690839;3,157531772;1,914722029;2,126029163;3,052867504;1,979898987;1,4;1,6;1,302511515;1,615382215
2,25953063;3,002848789;1,839528433;2,28035085;3,16227766;1,843908891;1,4;1,8;1,471081127;1,775655515
2,415125702;3,217912055;1,722616977;2,441311123;3,280243893;1,720465053;1,4;2;1,405332194;1,958200177
2,550378399;3,464920494;1,559587206;2,607680962;3,405877273;1,61245155;1,4;2,2;1,336585837;2,207737363
2,731118041;3,419235166;1,448082453;2,778488798;3,538361203;1,523154621;1,4;2,4;1,325416961;2,267511233
2,933631771;3,557796393;1,389638803;2,952964612;3,676955262;1,456021978;1,4;2,6;1,317256875;2,431704126
3,116922455;3,76827014;1,286967235;3,130495168;3,820994635;1,414213562;1,4;2,8;1,302470902;2,706408443
3,279850332;3,869956807;1,312718082;3,310589071;3,969886648;1,4;1,4;3;1,358880381;2,90012218
3,399060376;4,07884016;1,379051184;3,492849839;4,123105626;1,414213562;1,4;3,2;1,371031732;3,114204051
3,441494153;3,878962905;6,33627486;3,577708764;4;6,403124237;1,6;-3,2;1,500668372;-3,124601952
3,27943444;3,887229263;6,208230705;3,4;3,841874542;6,209669879;1,6;-3;1,324766371;-3,027706576
3,166554538;3,590554391;5,96760581;3,224903099;3,687817783;6,016643583;1,6;-2,8;1,618081884;-2,733903836
3,056779926;3,50086899;5,803395057;3,052867504;3,538361203;5,824087911;1,6;-2,6;1,645658642;-2,569833537
2,830852938;3,367823999;5,556226481;2,88444102;3,39411255;5,632051136;1,6;-2,4;1,596422069;-2,328714128
2,540122519;3,205451795;5,307325408;2,720294102;3,255764119;5,440588203;1,6;-2,2;1,492849169;-2,07562574
2,65725623;3,115750819;5,218403029;2,561249695;3,12409987;5,249761899;1,6;-2;1,717398061;-1,966867285
2,338628122;3,017411925;5,014763139;2,408318916;3;5,059644256;1,6;-1,8;1,539081833;-1,767536916
2,291311443;2,8225859;4,802320113;2,2627417;2,88444102;4,870318265;1,6;-1,6;1,680286586;-1,522626963
2,10880164;2,77657151;4,615315875;2,126029163;2,778488798;4,681879964;1,6;-1,4;1,60468817;-1,344114366
2,008145606;2,634519362;4,43277186;2;2,683281573;4,494441011;1,6;-1,2;1,644432278;-1,131118081
1,815439452;2,593717288;4,315995564;1,886796226;2,6;4,308131846;1,6;-1;1,552371837;-0,98999214
1,793038262;2,477829867;4,060495195;1,788854382;2,529822128;4,123105626;1,6;-0,8;1,636300233;-0,7229614
1,713733331;2,405253718;3,85392511;1,708800749;2,473863375;3,939543121;1,6;-0,6;1,643868366;-0,485192063
1,549647966;2,443629269;3,768644357;1,64924225;2,433105012;3,757658846;1,6;-0,4;1,540639773;-0,294340901
1,561977704;2,34370077;3,557684026;1,61245155;2,408318916;3,577708764;1,6;-0,2;1,60310273;-0,116458432
1,520209002;2,331460588;3,343475094;1,6;2,4;3,4;1,6;0;1,589886949;0,042088145
1,539923437;2,323066499;3,242902448;1,61245155;2,408318916;3,224903099;1,6;0,2;1,605446302;0,124703106
1,677754457;2,275505636;3,022823694;1,64924225;2,433105012;3,052867504;1,6;0,4;1,703915126;0,338565221
1,641136001;2,340700182;2,823300526;1,708800749;2,473863375;2,88444102;1,6;0,6;1,660611904;0,485703086
1,687162279;2,482773661;2,678541197;1,788854382;2,529822128;2,720294102;1,6;0,8;1,593021773;0,761225281
1,861556479;2,643850645;2,450418227;1,886796226;2,6;2,561249695;1,6;1;1,568894666;1,087557907
1,964803799;2,743197171;2,452805182;2;2,683281573;2,408318916;1,6;1,2;1,532530105;1,128162373
2,065699605;2,6845012;2,294964883;2,126029163;2,778488798;2,2627417;1,6;1,4;1,684543621;1,405356503
2,210263344;2,821253316;2,063659451;2,2627417;2,88444102;2,126029163;1,6;1,6;1,608520338;1,614998723
2,323353172;2,950582459;1,889660104;2,408318916;3;2;1,6;1,8;1,537121603;1,776793141
2,456875452;3,038943017;1,875559079;2,561249695;3,12409987;1,886796226;1,6;2;1,553371825;1,879821658
2,649036409;3,205987391;1,767330652;2,720294102;3,255764119;1,788854382;1,6;2,2;1,520993283;2,066726454
2,761455238;3,323638218;1,686619819;2,88444102;3,39411255;1,708800749;1,6;2,4;1,513371293;2,226709328
3,035503267;3,434746734;1,598200461;3,052867504;3,538361203;1,64924225;1,6;2,6;1,549317558;2,469547687
3,196720051;3,72459194;1,591684607;3,224903099;3,687817783;1,61245155;1,6;2,8;1,56760941;2,804756608
3,385304696;3,802271618;1,417912536;3,4;3,841874542;1,6;1,6;3;1,480376406;2,939594341
3,489706248;4,071546583;1,555025624;3,577708764;4;1,61245155;1,6;3,2;1,512031498;3,180759513
3,700272358;3,925211175;6,44056751;3,67151195;3,883297568;6,456004957;1,8;-3,2;1,829495993;-3,191943984
3,490323688;3,787210204;6,23951377;3,498571137;3,720215048;6,264183905;1,8;-3;1,759077618;-2,998184704
3,305343132;3,491694641;6,001636172;3,328663395;3,560898763;6,07289058;1,8;-2,8;1,861796959;-2,716188022
3,06834637;3,341936309;5,916635552;3,16227766;3,405877273;5,882176468;1,8;-2,6;1,671157237;-2,622078645
2,917032107;3,273015526;5,599967075;3;3,255764119;5,692099788;1,8;-2,4;1,737758843;-2,331684082
2,752523125;3,059272433;5,523151568;2,842534081;3,111269837;5,502726597;1,8;-2,2;1,708934698;-2,206694134
2,582915732;2,80055089;5,240220895;2,690724809;2,973213749;5,314132102;1,8;-2;1,81685686;-1,879751159
2,486162547;2,727610793;5,050820548;2,545584412;2,842534081;5,126402247;1,8;-1,8;1,833011833;-1,69514163
2,322631879;2,709805853;4,902002424;2,408318916;2,720294102;4,939635614;1,8;-1,6;1,740654118;-1,56334783
2,287303039;2,513574528;4,706387236;2,28035085;2,607680962;4,75394573;1,8;-1,4;1,864901457;-1,322430595
2,045636535;2,441202929;4,515048119;2,163330765;2,505992817;4,569463864;1,8;-1,2;1,756204728;-1,112450477
1,98046002;2,406084764;4,376029962;2,059126028;2,416609195;4,38634244;1,8;-1;1,752891346;-0,973103572
1,939635622;2,330287369;4,178052091;1,96977156;2,340939982;4,204759208;1,8;-0,8;1,78900273;-0,765301291
1,851891803;2,261935565;3,987428573;1,897366596;2,28035085;4,024922359;1,8;-0,6;1,785160003;-0,536925276
1,858159966;2,24193275;3,767763947;1,843908891;2,236067977;3,847076812;1,8;-0,4;1,806556828;-0,35296879
1,722206365;2,146690076;3,598465632;1,811077028;2,209072203;3,67151195;1,8;-0,2;1,78329943;-0,082544992
1,692130804;2,097863017;3,545636987;1,8;2,2;3,498571137;1,8;0;1,792017691;-0,036843247
1,827785961;2,185251764;3,2259681;1,811077028;2,209072203;3,328663395;1,8;0,2;1,821068574;0,278622614
1,809052678;2,137124555;3,108548312;1,843908891;2,236067977;3,16227766;1,8;0,4;1,843496419;0,335648828
1,91104273;2,180481752;2,970752193;1,897366596;2,28035085;3;1,8;0,6;1,87410135;0,611151444
1,951220141;2,302624895;2,736624191;1,96977156;2,340939982;2,842534081;1,8;0,8;1,846262755;0,908645927
2,021829898;2,396756399;2,680688675;2,059126028;2,416609195;2,690724809;1,8;1;1,803361728;0,992929245
2,075703045;2,425593266;2,477278527;2,163330765;2,505992817;2,545584412;1,8;1,2;1,840340263;1,235804514
2,301911434;2,546054358;2,458151638;2,28035085;2,607680962;2,408318916;1,8;1,4;1,866891068;1,395802714
2,405301586;2,644620845;2,201686345;2,408318916;2,720294102;2,28035085;1,8;1,6;1,803355443;1,610547011
2,529759318;2,869079775;2,037840715;2,545584412;2,842534081;2,163330765;1,8;1,8;1,71041203;1,811765343
2,6834148;2,859645705;2,012720662;2,690724809;2,973213749;2,059126028;1,8;2;1,763741683;1,900927467
2,831190438;3,017604896;1,803900367;2,842534081;3,111269837;1,96977156;1,8;2,2;1,673431422;2,100901397
2,992108856;3,103870042;1,887026218;3;3,255764119;1,897366596;1,8;2,4;1,738686381;2,187929496
3,077462744;3,348166878;1,751416215;3,16227766;3,405877273;1,843908891;1,8;2,6;1,704452903;2,481519233
3,33218317;3,437746062;1,756622257;3,328663395;3,560898763;1,811077028;1,8;2,8;1,78625438;2,706829088
3,585971208;3,646288372;1,729868971;3,498571137;3,720215048;1,8;1,8;3;1,797494264;3,001631693
3,699072307;3,917223773;1,699804486;3,67151195;3,883297568;1,811077028;1,8;3,2;1,719134059;3,233250411
3,728183042;3,750284309;6,446028784;3,773592453;3,773592453;6,51459899;2;-3,2;1,997037185;-3,136947317
3,527399468;3,474822589;6,292080958;3,605551275;3,605551275;6,32455532;2;-3;1,994287838;-2,940508337
3,447564541;3,409335464;6,101853557;3,440930107;3,440930107;6,13514466;2;-2,8;2,049589355;-2,757527893
3,332426512;3,20315773;5,841896549;3,280243893;3,280243893;5,946427499;2;-2,6;2,156602441;-2,471004652
3,072852259;3,002364874;5,682789759;3,12409987;3,12409987;5,75847202;2;-2,4;2,048482137;-2,296425619
3,003086932;2,88530983;5,409284976;2,973213749;2,973213749;5,571355311;2;-2,2;2,131503628;-2,024892635
2,721608622;2,707799027;5,349297982;2,828427125;2,828427125;5,385164807;2;-2;1,9700978;-1,930993158
2,639902376;2,639972137;5,181632869;2,690724809;2,690724809;5,2;2;-1,8;1,984989489;-1,767065578
2,583980883;2,469083788;5,018333506;2,561249695;2,561249695;5,015974482;2;-1,6;2,067467833;-1,563554267
2,418147055;2,361199288;4,818558731;2,441311123;2,441311123;4,833218389;2;-1,4;2,024784428;-1,352150126
2,360975828;2,374631515;4,551352424;2,332380758;2,332380758;4,65188134;2;-1,2;2,010409438;-1,140436371
2,11668982;2,161118793;4,39073328;2,236067977;2,236067977;4,472135955;2;-1;1,963730847;-0,872307513
2,066990441;2,061518832;4,217073729;2,154065923;2,154065923;4,294182111;2;-0,8;1,994329604;-0,648503922
2,138763278;2,057575531;4,018815547;2,088061302;2,088061302;4,118252056;2;-0,6;2,04610693;-0,516363329
2,043740982;2,028843922;3,923072673;2,039607805;2,039607805;3,944616585;2;-0,4;2,007749165;-0,374462375
1,964917586;1,937829835;3,698579969;2,009975124;2,009975124;3,773592453;2;-0,2;2,012491149;-0,068735803
1,903633034;1,91044199;3,445267287;2;2;3,605551275;2;0;2,001844129;0,13402803
1,992485981;1,921988976;3,398887734;2,009975124;2,009975124;3,440930107;2;0,2;2,040511583;0,189863427
1,9549224;1,99399528;3,267360986;2,039607805;2,039607805;3,280243893;2;0,4;1,987670317;0,274174862
2,054658586;2,028835701;2,982236657;2,088061302;2,088061302;3,12409987;2;0,6;2,073740384;0,738230209
2,097135066;2,114844245;2,883235781;2,154065923;2,154065923;2,973213749;2;0,8;2,072068697;0,925429024
2,123176395;2,191583561;2,873157649;2,236067977;2,236067977;2,828427125;2;1;1,977878404;0,885747613
2,256300958;2,39078535;2,661598116;2,332380758;2,332380758;2,690724809;2;1,2;1,9148476;1,159309589
2,379819122;2,377883381;2,493360749;2,441311123;2,441311123;2,561249695;2;1,4;1,989042199;1,386646521
2,516299931;2,442397462;2,348816753;2,561249695;2,561249695;2,441311123;2;1,6;1,97299835;1,543483661
2,576597411;2,633987665;2,278719705;2,690724809;2,690724809;2,332380758;2;1,8;1,90585579;1,673075314
2,800116212;2,764428805;2,16873038;2,828427125;2,828427125;2,236067977;2;2;1,906553315;1,879462098
2,826228567;2,991015098;2,00150513;2,973213749;2,973213749;2,154065923;2;2,2;1,767449317;2,023754375
3,182524225;3,041139207;1,981090678;3,12409987;3,12409987;2,088061302;2;2,4;1,915988017;2,306805269
3,258395395;3,296018895;2,038565524;3,280243893;3,280243893;2,039607805;2;2,6;1,988878454;2,598443392
3,414188757;3,388525656;1,922269995;3,440930107;3,440930107;2,009975124;2;2,8;1,942251169;2,743294199
3,550946003;3,553814259;1,953008943;3,605551275;3,605551275;2;2;3;1,966926756;2,935030832
3,766336244;3,693736131;2,01504128;3,773592453;3,773592453;2,009975124;2;3,2;2,028622945;3,149507656
3,840790217;3,553817888;6,560416541;3,883297568;3,67151195;6,578753681;2,2;-3,2;2,230842441;-3,150238772
3,717459977;3,377945328;6,332143514;3,720215048;3,498571137;6,390618123;2,2;-3;2,310853831;-2,902141305
3,554512285;3,242700191;6,15239667;3,560898763;3,328663395;6,203224968;2,2;-2,8;2,273251392;-2,723330859
3,323773724;3,053302399;5,959772168;3,405877273;3,16227766;6,016643583;2,2;-2,6;2,192658262;-2,522908236
3,120812298;2,928872106;5,779870071;3,255764119;3;5,830951895;2,2;-2,4;2,104709009;-2,348006597
3,054046795;2,809358973;5,55746851;3,111269837;2,842534081;5,646237685;2,2;-2,2;2,18717039;-2,117972494
2,990196906;2,651361908;5,492763786;2,973213749;2,690724809;5,462600113;2,2;-2;2,230410581;-2,008176071
2,68543184;2,448165254;5,240982147;2,842534081;2,545584412;5,280151513;2,2;-1,8;2,112687144;-1,736224178
2,615516087;2,40059713;4,924091297;2,720294102;2,408318916;5,099019514;2,2;-1,6;2,145285103;-1,456521425
2,51558524;2,284760489;4,811207193;2,607680962;2,28035085;4,91934955;2,2;-1,4;2,140285787;-1,313899273
2,473590608;2,164611619;4,772052192;2,505992817;2,163330765;4,741307836;2,2;-1,2;2,171544385;-1,224110047
2,348424772;2,122421617;4,491162133;2,416609195;2,059126028;4,565084884;2,2;-1;2,128949193;-0,968136043
2,37130622;1,833147462;4,280591156;2,340939982;1,96977156;4,39089968;2,2;-0,8;2,283068205;-0,627788516
2,152988798;1,732722459;4,195455035;2,28035085;1,897366596;4,219004622;2,2;-0,6;2,20057951;-0,382007261
2,207793045;1,808977251;4,010663914;2,236067977;1,843908891;4,049691346;2,2;-0,4;2,199998376;-0,296398518
2,061234966;1,821308117;3,788473526;2,209072203;1,811077028;3,883297568;2,2;-0,2;2,119301322;-0,093914184
2,17051264;1,777334422;3,680386074;2,2;1,8;3,720215048;2,2;0;2,197824077;0,031824071
2,19547561;1,767377162;3,534997402;2,209072203;1,811077028;3,560898763;2,2;0,2;2,218306017;0,166056908
2,145964913;1,733084457;3,332732368;2,236067977;1,843908891;3,405877273;2,2;0,4;2,245000084;0,373981459
2,181430558;1,869228203;3,188696368;2,28035085;1,897366596;3,255764119;2,2;0,6;2,189613586;0,573965142
2,301063888;1,941807396;3,090734652;2,340939982;1,96977156;3,111269837;2,2;0,8;2,215777799;0,808536655
2,372442308;2,000456661;2,896800296;2,416609195;2,059126028;2,973213749;2,2;1;2,233922789;1,048116818
2,37375653;2,109878835;2,76815941;2,505992817;2,163330765;2,842534081;2,2;1,2;2,162491921;1,156629651
2,57853212;2,261273907;2,644094142;2,607680962;2,28035085;2,720294102;2,2;1,4;2,161742124;1,394727878
2,613733835;2,381583422;2,546090164;2,720294102;2,408318916;2,607680962;2,2;1,6;2,103479331;1,500649483
2,861007422;2,542336509;2,450778137;2,842534081;2,545584412;2,505992817;2,2;1,8;2,116645232;1,733837785
2,838518667;2,653050585;2,332549432;2,973213749;2,690724809;2,416609195;2,2;2;2,024909136;1,804021656
3,039412494;2,76393882;2,245282168;3,111269837;2,842534081;2,340939982;2,2;2,2;2,060118417;2,024508908
3,140488384;2,948576376;2,218617768;3,255764119;3;2,28035085;2,2;2,4;2,114734666;2,286156188
3,432026873;3,081519904;2,147184902;3,405877273;3,16227766;2,236067977;2,2;2,6;2,156897218;2,54977184
3,520109537;3,321378065;2,223973716;3,560898763;3,328663395;2,209072203;2,2;2,8;2,197942351;2,771188022
3,644618769;3,43276728;2,165171747;3,720215048;3,498571137;2,2;2,2;3;2,171463858;2,915848029
3,832115452;3,593119959;2,192285778;3,883297568;3,67151195;2,209072203;2,2;3,2;2,19967855;3,124202351
3,956147862;3,568167881;6,587877064;4;3,577708764;6,648308055;2,4;-3,2;2,376957288;-3,151567854
3,829354636;3,386052904;6,399697413;3,841874542;3,4;6,462197769;2,4;-3;2,42229468;-2,940159348
3,572281058;3,197282172;6,223427759;3,687817783;3,224903099;6,276941931;2,4;-2,8;2,291126658;-2,766624663
3,547859122;2,990153414;6,062040567;3,538361203;3,052867504;6,092618485;2,4;-2,6;2,4615546;-2,54579506
3,341005781;2,805442451;5,858102675;3,39411255;2,88444102;5,909314681;2,4;-2,4;2,40397217;-2,333244392
3,228741863;2,656803281;5,650968198;3,255764119;2,720294102;5,727128425;2,4;-2,2;2,427383465;-2,113063046
3,106621788;2,46600226;5,427195049;3,12409987;2,561249695;5,54616985;2,4;-2;2,457114438;-1,862133689
2,955537271;2,300099187;5,240192965;3;2,408318916;5,366563146;2,4;-1,8;2,435359675;-1,652823256
